Key,Type,Desc,English,Chinese (Simplified),French,German,Italian,Polish,Russian,Spanish,UI_Tester
TFTV_TIP_GEOSCAPE_3,Text,,Void Omens can be removed by destroying Pandoran Lairs or Citadels (or Nests if you are playing on Rookie).,,Les Influences du Néant peuvent être supprimés en détruisant des Antres ou des Citadelles pandoriennes (ou des Nids si vous jouez en mode Bleu).,"Omen der Leere lassen sich entfernen, indem du pandoranische Baue oder Zitadellen zerstörst – auf der Schwierigkeit Grünschnabel auch Nester.",,,"Знамения Пустоты можно отменить, уничтожая Пандоранские Логова или Цитадели (или Гнезда, если вы играете на уровне сложности Новичок).",,
TFTV_TIP_GEOSCAPE_4,Text,,Pandoran Colonies and Infested Havens speed up Pandoran Evolution.,,Les colonies pandoriennes et les refuges infestés accélèrent l’évolution pandorienne.,Pandoranische Kolonien und befallene Zufluchten beschleunigen die Evolution.,,,Колонии Пандоранов и зараженные убежища ускоряют эволюцию Пандоранов.,,
TFTV_TIP_GEOSCAPE_5,Text,,Beware of ambushes when exploring!,,Méfiez‑vous des embuscades lors de vos explorations !,"Die Stille im Nebel ist ein Raubtier. Hinterhalte sind keine Möglichkeit, sondern eine Gewissheit für die Unvorsichtigen!",,,Остерегайтесь засад при разведке неизвестных локаций!,,
TFTV_TIP_GEOSCAPE_6,Text,,You can buy Faction Technologies in the Marketplace.,,Vous pouvez acheter des Technologies de faction dans le Marché.,Im Basar kannst du Fraktionstechnologien erwerben.,,,Вы можете купить технологии фракций на Рынке.,,
TFTV_TIP_GEOSCAPE_7,Text,,Reverse Engineering an item will allow the player to research the underlying Faction Technology.,,Le rétro‑ingénierie d’un objet permet au joueur d’étudier la Technologie de faction sous-jacente.,Durch Rückwärtsanalyse eines Gegenstands kannst du die zugrunde liegende Fraktionstechnologie erforschen.,,,"Реверс-инжиниринг предмета позволит игроку изучить технологию фракции, лежащую в его основе.",,
TFTV_TIP_GEOSCAPE_8,Text,,You don't have to follow the Symes questline to win; activate a couple old Phoenix bases to see if there is anything interesting in their archives...,,Vous n’êtes pas obligé de suivre la quête de Symes pour gagner ; activez quelques anciennes bases Phénix pour voir s’il y a quelque chose d’intéressant dans leurs archives...,Symes’ Pfad ist nur einer von vielen in den Abgrund. Durchsuche die verstaubten Archive alter Basen – vielleicht liegt die Wahrheit in den Trümmern vergraben.,,,"Чтобы победить, необязательно идти по следам Саймса: активируйте пару старых баз Феникса, чтобы узнать, нет ли в их архивах чего-нибудь интересного...",,
TFTV_TIP_GEOSCAPE_9,Text,,The FAR-M module that comes equipped on your starting Manticore adds 4 seats and stamina regeneration to everyone on board.,,Le module FAR-M équipé sur votre Manticore de départ ajoute 4 sièges et régénère l’endurance de tous les occupants.,Das FAR-Modul der Start-Manticore bietet 4 Zusatzplätze und regeneriert Ausdauer.,,,"Модуль РШМ, которым оснащается стартовая Мантикора, добавляет 4 места для бойцов и постепенное восстановление выносливости всех, кто находится на борту.",,
TFTV_TIP_GEOSCAPE_10,Text,,"There are 4 different Passenger Modules for your aircraft, each granting a different bonus in addition to the extra seats. You will unlock them as you acquire Faction Technologies.",,"Il existe 4 modules passagers différents pour votre appareil, chacun offrant un bonus distinct en plus des sièges supplémentaires. Vous les débloquerez au fur et à mesure que vous acquerrez des Technologies de faction.","Es gibt 4 verschiedene Transportmodule für dein Fluggerät. Jedes gewährt neben zusätzlichen Sitzen einen eigenen Bonus. Du schaltest sie frei, sobald du Fraktionstechnologien erwirbst.",,,"Для вашего самолета существует 4 различных пассажирских модуля, каждый из которых дает различные бонусы и дополнительные места для бойцов. Вы откроете их по мере получения технологий фракций.",,
TFTV_TIP_GEOSCAPE_11,Text,,"A Haven under attack will send out an S.O.S., revealing its position.",,"Un refuge attaqué émettra un S.O.S., révélant sa position.",Die Todesschreie einer fallenden Zuflucht hallen durch die Geoscape. Ein SOS ist nur der verzweifelte Countdown bis zur endgültigen Stille.,,,"Убежище, подвергшееся нападению, посылает сигнал SOS, сообщая о своих координатах.",,
TFTV_TIP_GEOSCAPE_12,Text,,Build or repair satellite uplinks at your bases to discover Points of Interest and increase the chance of detecting a Pandoran Colony after successfully defending a haven.,,Construisez ou réparez des liaisons satellites dans vos bases pour découvrir des Points d’Intérêt et augmenter la probabilité de détecter une colonie pandorienne après avoir défendu avec succès un refuge.,"Baue oder repariere Satellitenanbindungen in deinen Basen, um interessante Orte zu entdecken und die Chance zu erhöhen, nach einer erfolgreichen Zufluchtsverteidigung eine pandoranische Kolonie aufzuspüren.",,,"Постройте или отремонтируйте «Спутниковые Комплексы» на своих базах, чтобы находить новые локации на карте Земли и повысить вероятность обнаружения Пандоранских Колоний при успешной защите убежищ.",,
TFTV_TIP_GEOSCAPE_13,Text,,"As long as haven leaders are not hostile to the Phoenix Project, they will continue to offer recruits, though at a higher price if they dislike you.",,"Tant que les dirigeants des refuges ne sont pas hostiles au Projet Phénix, ils continueront à proposer des recrues, bien qu’à un prix plus élevé s’ils vous apprécient peu.","Solange Zufluchtsanführer dem Phoenix-Projekt nicht feindlich gesinnt sind, bieten sie weiterhin Rekruten an – nur teurer, wenn sie dich nicht mögen.",,,"Пока лидеры убежищ не враждебны Проекту Феникс, они будут продолжать предлагать новобранцев, хотя и по более высокой цене, если вы им не нравитесь.",,
TFTV_TIP_GEOSCAPE_14,Text,,"As the Oneiric Delirium advances, more negative effects will come in play, including Void Omens.",,"À mesure que le Delirium progresse, davantage d’effets négatifs entreront en jeu, y compris les Influences du Néant.","Während das Oneirische Delirium voranschreitet, treten weitere negative Effekte in Kraft – einschließlich Omen der Leere.",,,"По мере распространения Сонного Безумия в игру будет вступать все больше негативных эффектов, включая Знамения Пустоты (Void Omens).",,
TFTV_TIP_GEOSCAPE_15,Text,,Havens destroyed inside the Mist can become Infested.,,Les refuges détruits à l’intérieur de la Brume peuvent devenir infestés.,"Was der Nebel beansprucht, gibt er nicht wieder her. Zerstörte Zufluchten bleiben nicht tot; sie können zu Brutstätten des Albtraums werden.",,,"Убежища, разрушенные внутри Тумана, могут стать зараженными.",,
TFTV_TIP_GEOSCAPE_16,Text,,"Infested Havens cannot be saved, but unique rewards can be salvaged and some population recovered.",,"Les refuges infestés ne peuvent pas être sauvés, mais des récompenses uniques peuvent être récupérées et une partie de la population peut être sauvée.","Befallene Zufluchten lassen sich nicht retten, aber du kannst einzigartige Belohnungen bergen und einen Teil der Bevölkerung evakuieren.",,,"Зараженные убежища нельзя спасти, но при их зачистке можно получить уникальные награды и восстановить часть населения.",,
TFTV_TIP_GEOSCAPE_17,Text,,"If you are looking for a challenge, check the Make Pandorans Stronger option at the start of the game. If you are still finding everything too easy, try the ELDRITCH difficulty. Report if you survive, would you kindly. ",,"Si vous cherchez un défi, activez l’option “Rendre les Pandoriens plus forts” au début du jeu. Si vous trouvez encore tout trop facile, essayez la difficulté ETERMES. Faites un rapport si vous survivez, s’il vous plaît.","Wenn du eine Herausforderung suchst, aktiviere zu Spielbeginn die Einstellung „stärkere Pandoraner“. Wenn dir dann immer noch alles zu leicht ist, probier den Schwierigkeitsgrad ETERMES. Gib uns bitte Bescheid, falls du überlebst.",,,"Если вы хотите больше сложностей, включите опцию ОПАСНЫЕ ПАНДОРАНЫ в начале игры. Если вам все еще кажется, что играть слишком легко, попробуйте сложность ПОЛНОЕ БЕЗУМИЕ. Сообщите, если вы выжили, пожалуйста :)",,
TFTV_TIP_GEOSCAPE_18,Text,,"If you are finding the game too hard, try playing on Story Mode or Rookie. You can also choose a different difficulty setting for the Tactical portion of the game. You can do so either on starting a new game or in the mod config.",,"Si vous trouvez le jeu trop difficile, essayez de jouer en Mode Histoire ou en Bleu. Vous pouvez également choisir un niveau de difficulté différent pour la partie Tactique du jeu, soit en commençant une nouvelle partie, soit dans la configuration du mod.","Wenn dir das Spiel zu schwer ist, versuch „Erzählung“ oder „Grünschnabel“. Du kannst außerdem einen anderen Schwierigkeitsgrad für den taktischen Teil des Spiels wählen – entweder beim Start eines neuen Spiels oder in der Mod-Konfiguration.",,,"Если игра кажется вам слишком тяжелой, попробуйте сыграть на сложности КАК КНИЖКУ ПРОЧИТАТЬ или НОВИЧОК. Вы также можете выбрать отдельно настройку сложности для Тактического (боевого) режима игры. Это можно сделать либо при начале новой игры, либо в конфигурации мода - кликом на название нашего мода в списке модов.",,
TFTV_TIP_GEOSCAPE_19,Text,,"If you run into any Error Messages or other bugs, please report them in our #bug-reporting channel at the Terror from the Void Discord server.",,"Si vous rencontrez des messages d’erreur ou d’autres bugs, merci de les signaler dans notre canal #bug-reporting sur le serveur Discord Terror from the Void.","Wenn du auf Fehlermeldungen oder andere Bugs stößt, melde diese bitte in unserem Channel #bug-reporting auf dem „Terror from the Void“-Discord-Server.",,,"Если вы столкнулись с какими-либо сообщениями об ошибках или другими багами, пожалуйста, сообщите о них в нашем канале #bug-reporting на сервере «Terror from the Void» в Discord.",,
TFTV_TIP_TACTICAL_1,Text,,The total amount of Delirium of all your operatives present on the mission determines the chance that an Arthron or a Triton will be Touched by the Void.,,La quantité totale de Delirium de touts vos unités présentes lors de la mission détermine la probabilité qu’un Arthron ou un Triton soit « Imprégné du Néant ».,"Die Gesamtmenge des Deliriums deiner Einheiten in der Mission bestimmt die Wahrscheinlichkeit, dass ein Arthron oder Triton von der Leere berührt wird.",,,"Степень поражения Сонным Безумием ваших бойцов, участвующих в миссии, определяет вероятность того, что Артрон или Тритон получит Благословление Пустоты.",,
TFTV_TIP_TACTICAL_2,Text,,"Umbras can only attack characters that have at least one Delirium point, or are inside the Mist.",,"Les Umbra ne peuvent attaquer que les personnages ayant au moins un point de Delirium, ou se trouvant dans la Brume.","Umbras können nur Charaktere angreifen, die mindestens einen Delirium-Punkt haben oder sich im Nebel befinden.",,,"Фиолетовая Тварь может атаковать только тех бойцов, которые заражены Сонном Безумием или которые находятся внутри Тумана.",,
TFTV_TIP_TACTICAL_3,Text,,The impact of Delirium on Willpower is weakened if your operative is well rested. Every 10 Stamina will reduce the effect of Delirium on Willpower by 1.,,L’impact du Delirium sur la Volonté est réduit si votre unité est bien reposée. Chaque tranche de 10 points d’Endurance diminue l’effet du Delirium sur la Volonté de 1.,"Der Einfluss von Delirium auf die Willenskraft ist schwächer, wenn deine Einheit ausgeruht ist. Jede 10 Ausdauer verringert den Effekt von Delirium auf die Willenskraft um 1.",,,"Влияние Сонного Безумия на Силу Воли ослабевает, если ваш боец хорошо отдохнул. Каждые 10 единиц Выносливости уменьшают на 1 влияние Сонного Безумия на Силу Воли.",,
TFTV_TIP_TACTICAL_4,Text,,"If a body part is disabled in battle, the operative's Stamina will drop to 0 after the mission.",,"Si un membre est rendu inutilisable en combat, l’Endurance de l’unité tombera à 0 après la mission.","Wird im Kampf ein Körperteil außer Gefecht gesetzt, sinkt die Ausdauer der Einheit nach der Mission auf 0.",,,Если в бою часть тела окажется выбитой (хиты части тела равны 0) то после выполнения миссии Выносливость бойца упадет до 0.,,
TFTV_TIP_TACTICAL_5,Text,,"The bigger Pandorans will ignore smaller critters, drones and turrets, and walk over them, or squash them.",,"Les Pandoriens plus gros ignoreront les petites créatures, drones et tourelles, et les écraseront ou marcheront dessus.","Größere Pandoraner ignorieren kleinere Kreaturen, Drohnen und Geschütztürme und trampeln über sie hinweg – oder zerquetschen sie.",,,"Более крупные Пандораны будут игнорировать мелкую живность, дронов и турели, проходя над ними или давя их.",,
TFTV_TIP_TACTICAL_6,Text,,Decoys and imaginary (or are they?) monsters don't stop bullets.,,Les leurres et les monstres imaginaires (ou le sont-ils vraiment ?) ne stoppent pas les balles.,Attrappen und eingebildete (oder doch nicht?) Monster halten keine Kugeln auf.,,,"Приманки и воображаемые (если они воображаемые, конечно) монстры не останавливают пули.",,
