Key,Type,Desc,English,Chinese (Simplified),French,German,Italian,Polish,Russian,Spanish,UI_Tester
PROG_FS1_WIN_TEXT_GENERAL_1,Text,,"The attack on [HavenName] came from the Hammerfall Crater. We speculate that this particular haven was targeted because it harbored the egg recovered by Citizen Eileen.

Using reports from public feeds and satellite imagery we can now piece together that New Jericho launched a massive rocket attack on the Hammerfall Crater, presumably the “Operation Mongoose” that West had been planning. The New Jericho strike force was in turn obliterated by a towering Pandoran monstrosity, surrounded by a myriad of flying creatures.

The chronology of events and their causal relationship remains unclear, with some within Synedrion blaming New Jericho for provoking the Pandoran attack, and New Jericho themselves claiming that they acted in self defense.

The Disciples of Anu insist that the emergence of what they call the “Behemoth” and the “Festering Skies” was preordained and inevitable.",,"L'attaque sur [HavenName] venait du cratère Hammerfall. Nous supposons que ce refuge particulier a été ciblé parce qu'il abritait l'œuf récupéré par la citoyenne Eileen.

En utilisant des données provenant de sources publiques et d’images satellitaires, nous pouvons maintenant établir que New Jericho a lancé une attaque massive de roquettes sur le cratère Hammerfall, vraisemblablement l’opération Mongoose planifié par West. La force de frappe a été à son tour anéantie par l’imposante monstruosité pandorane, entourée d’une myriade de créatures volantes.

La chronologie des événements et leur relation de cause à effet reste floues, certains au sein de Synedrion accusent NJ d’avoir provoqué l’attaque du Pandoran et NJ affirme qu’ils ont agi en légitime défense.

Les disciples d’Anu insistent sur le fait que l’émergence de ce qu’ils appellent le ""Béhémoth"" et le ""Ciel fétide"" était prédestinée et inévitable.",,,,"Нападение на [HavenName] было совершено из кратера Падшего Молота. Мы предполагаем, что целью было именно это убежище, потому что в нем хранилось яйцо, найденное гражданикой Эйлин.

Используя сообщения из общедоступных каналов связи и спутниковые снимки, мы теперь можем собрать воедино полученую информацию. Предположительно в рамках операции «Мангуст», которую планировал Вест, Новый Иерихон нанес массированный ракетный удар по кратеру «Падением молота». В свою очередь ударная группа была уничтожена летающими существами пандоран, их там миллиарды.

Хронология событий и их причинны остаются неясными. некоторые в Синедрионе обвиняют Новый Иерихон в провоцировании атаки Пандоран. Новый Иерихон утверждает, что они действовали в рамках самообороны.

Последователи Ану настаивают на том, что появление того, что они называют «Бегемотом» и «Гнойными небесами», было предопределено и неизбежно.",,
PROG_FS1_WIN_TITLE,Text,,Homecoming,,Retour à la maison,,,,Возвращение домой,,
KEY_DLC3_MOUNTEGG_NAME,Text,,HAMMERFALL CRATER,,LE CRATERE DU HAMMERFALL,,,,Кратер падения метиорита,,
KEY_DLC3_TAC_HINT_EILEEN_STORY_WIN_DESCRIPTION,Text,,"""Is everybody on board? I'm afraid we can't stay any longer. This was my home, until I brought that fragging egg here... Maybe if you had come earlier... forget it, I can't lay this on you. It's not your fault. Prepare for takeoff!""",,"""Est-ce que tout le monde est à bord? Je crains que nous ne puissions plus rester. C’était ma maison, jusqu’à ce que j’apporte cet oeuf de malheur ici... Peut-être que si vous étiez venu plus tôt... oubliez ça, je ne peux pas vous mettre ça sur le dos. Ce n’est pas de votre faute. Préparez-vous au décollage !""",,,,"""Все на борту? Боюсь, мы не можем больше оставаться. Это был мой дом, пока я не принесла сюда это чертово яйцо... Может быть, если бы вы пришли раньше... черт, я не могу врать сама себе я виновата" Это не твоя вина. Готовься к взлету!""",,
KEY_DLC3_TAC_HINT_MANTICORE_RUN_HURRY_DESCRIPTION,Text,,"""Phoenix? I'm almost done here, everyone else is... gone. More crabmen are approaching from all sides, so hurry up! I'm waiting for you inside the Manticore.""",,"""Phoenix ? j’ai presque fini ici, tout le monde est... parti. D’autres crabes s’approchent de tous les côtés, alors dépêchez-vous! Je vous attends dans le Manticore.""",,,,"""Феникс? Я почти закончил, все... ушли. Еще больше пандоран приближаются со всех сторон, так что поторопись! Я жду тебя на Мантикоре.""",,
KEY_DLC3_TAC_HINT_MANTICORE_RUN_START_NAME,Text,,AURORA,,AURORA,,,,АВРОРА,,
KEY_DLC3_TAC_HINT_MANTICORE_RUN_START_DESCRIPTION,Text,,"Your only chance is to reach the armed Manticore, Aurora, that Eileen and her friends were working on and hope that they had time to finish the job! Move, move, move!",,"Votre seule chance est d’atteindre le Manticore armé, Aurora, sur lequel Eileen et ses amis travaillaient et espèrent qu’ils auront le temps de finir le travail ! Go, go, go !",,,,"единственный шанс — добраться до Вооруженной Мантикоры. Авроры, над которой работали Эйлин и ее друзья, и надеюсь они закончили работу! Нужно двигатся вперед!",,
KEY_DLC3_TAC_HINT_MANTICORE_RUN_STORY_DESCRIPTION,Text,,"Your team was on their way to the egg when the haven was attacked from all sides. You are cut off from the transport that you arrived in, and surrounded by mayhem and destruction.",,"Votre équipe était en route pour l’oeuf quand le refuge a été attaqué de tous les côtés. Vous êtes coupé du transport dans lequel vous êtes arrivé, et entouré par le chaos et la destruction.",,,,"Ваша команда направлялась к яйцу, когда на убежище напали со всех сторон. Вы отрезаны от транспорта, на котором прибыли, вокруг творится хаос и разрушение.",,
KEY_DLC3_TAC_HINT_MANTICORE_RUN_STORY_NAME,Text,,CHANGE OF PLANS,,CHANGEMENT DE PLAN,,,,ИЗМЕНЕНИЕ ПЛАНОВ,,
KEY_DLC3_THE_GIFT,Text,,AURORA,,AURORA,,,,АВРОРА,,
KEY_FS_ALN_CORRUPTION_NODE_RESEARCHDEF_NAME,Text,,NODE,,NOEUD ONIRIQUE,,,,НАРОСТ,,
KEY_FS_ALN_CORRUPTION_NODE_RESEARCHDEF_UNLOCK,Text,,A monstrous entity whose anatomy doesn't resemble any Pandoravirus mutation in our database able to take over machines and entire settlements by telepathic attacks.,,Une entité monstrueuse dont l’anatomie ne ressemble à aucune mutation du Pandoravirus dans notre base de données. Elle est capable de prendre le contrôle de machines et de colonies entières par des attaques télépathiques.,,,,Чудовищное существо, чья анатомия не похожа ни на одну мутацию пандоравируса в нашей базе данных. Она способна управлять машинами и целыми колониями с помощью телепатических атак.,,
