Key,Type,Desc,English,Chinese (Simplified),French,German,Italian,Polish,Russian,Spanish,UI_Tester
KB_KNR_NAME,Text,,KILL'N'RUN,,KILL'N'RUN,TÖTEN & RENNEN,,ZABIJ I UCIEKAJ,МАНЕВР СКОРОСТЬЮ,CORRER Y DISPARAR,
KB_KNR_DESC,Text,,"Once per turn, take a free 12-tile move after killing an enemy",,"Une fois par tour, effectuez un déplacement gratuit de 12 cases après avoir tué un ennemi.",Einmal pro Zug kannst du nach dem Töten eines Gegners einen kostenlosen Zug über 12 Felder ausführen.,,Raz na turę po zabiciu wroga wykonujesz darmowy ruch o 12 pól,"Уничтожив врага, переместитесь бесплатно на 12 клеток. Один раз за ход",Una vez por turno y tras matar a un enemigo tienes 12 casillas de movimiento sin coste.,
KB_SLAUGHTERHOUSE_NAME,Text,,Slaughterhouse,,Abattoir,Fleischwolf,,RZEŹNIA,Шипы,Matadero,
KB_GUNNERMODULE_NAME,Text,,Gunner's Cockpit,,Poste de tir,Schützenkanzel,,Kokpit strzelca,Турель стрелка,Cabina de artillero,
KB_MANNEDGUNNER_NAME,Text,,GUNNER OVERRIDE,,PRIORITÉ AU TIREUR,MANUELLE GESCHÜTZSTEUERUNG,,NADPISANIE PRZEZ STRZELCA,РУЧНАЯ НАВОДКА ОРУДИЯ,ANULACIÓN DEL ARTILLERO,
KB_MANNEDGUNNER_DESC,Text,,Action Point costs for firing Weapons are reduced by 1 while a passenger is inside,,Les coûts en points d'action pour tirer avec les armes sont réduits de 1 tant qu'un passager est à l'intérieur.,"Die Aktionspunktkosten für das Abfeuern von Waffen werden um 1 reduziert, solange sich eine Einheit im Inneren befindet.",,"Koszt Punktów Akcji za strzał z broni jest zmniejszony o 1, gdy w środku znajduje się pasażer","Очки Действий за стрельбу из оружия снижаются на 1, пока внутри машины находится боец",El coste de Puntos de Acción se reduce en 1 cuando en el asiento de pasajero.,
KB_EXITGUNNER_NAME,Text,,OBSTRUCTED EXIT,,SORTIE BLOQUÉE,AUSGANG BLOCKIERT,,ZABLOKOWANE WYJŚCIE,УЗКИЙ ЛЮК,SALIDA OBSTRUIDA,
KB_EXITGUNNER_DESC,Text,,Exiting the vehicle costs 3 Action Points,,Sortir du véhicule coûte 3 points d'action.,Das Verlassen des Fahrzeugs kostet 3 Aktionspunkte.,,Opuszczenie pojazdu kosztuje 3 Punkty Akcji,Десантирование из машины стоит 3 Очка Действий,Salir del vehículo cuesta 3 Puntos de Acción,
KB_KAMIKAZE_NAME,Text,,KAMIKAZE,,KAMIKAZE,KAMIKAZE,,KAMIKADZE,КАМИКАДЗЕ,KAMIKAZE,
KB_KAMIKAZE_DESC,Text,,"The vehicle explodes upon death, causing significant damage to nearby targets",,"Le véhicule explose lors de sa destruction, infligeant des dégâts importants aux cibles à proximité.",Das Fahrzeug explodiert beim Tod und verursacht erhebliche Schäden an nahegelegenen Zielen,,"Pojazd wybucha po zniszczeniu, zadając znaczne obrażenia pobliskim celom","Машина взрывается при уничтожении, повреждая все вокруг","El vehículo explota al morir, dañando a los seres vivos cercanos.",
SY_KINETIC_NAME,Text,,KINETIC SHIELD,,BOUCLIER CINÉTIQUE,KINETISCHER SCHILD,,TARCZA KINETYCZNA,БАЛЛИСТИЧЕСКИЙ ЩИТ,ESCUDO KINÉTICO,
SY_KINETIC_DESC,Text,,Attacks from enemies further than 10 tiles deal 25% less damage,,Les attaques des ennemis situés à plus de 10 cases infligent 25 % de dégâts en moins.,"Angriffe von Gegnern, die mehr als 10 Felder entfernt sind, verursachen 25% weniger Schaden.",,Ataki wrogów oddalonych o więcej niż 10 pól zadają o 25% mniej obrażeń,"Атаки врагов, находящихся на расстоянии более 10 клеток, наносят на 25% меньше урона",El daño de los ataque de enemigos a más de 10 casillas se reducen en un 25%.,
SY_STASIS_NAME,Text,,STASIS CHAMBER,,CHAMBRE DE STASE,STASISKAMMER,,KOMORA STAZY,СТАЗИС-КАМЕРА,CÁMARA DE ESTÁSIS,
SY_STASIS_DESC,Text,,Passengers Restore 80 Hit Points and 5 Will Points at the start of each turn,,Les passagers récupèrent 80 points de vie et 5 points de volonté au début de chaque tour.,Einheiten erhalten zu Beginn jeder Runde 80 Trefferpunkte und 5 Willenspunkte zurück.,,Pasażerowie odzyskują 80 Punktów Życia i 5 Punktów Woli na początku każdej tury,Пассажиры восстанавливают 80 хитов и 5 Очков Воли в начале каждого хода,Los pasajeros Recobran 80 Puntos de vida y 5 Puntos de Voluntad al inicio del turno.,
SY_NAVMODULE_NAME,Text,,Navigation Beacon,,Balise de navigation,Signalgeber,,Boja nawigacyjna,Система навигации,Baliza de navegación,
SY_DETECTION_NAME,Text,,ENHANCED MOTION DETECTION,,DÉTECTION DE MOUVEMENT AMÉLIORÉE,VERBESSERTE BEWEGUNGSERKENNUNG,,ULEPSZONE WYKRYWANIE RUCHU,УЛУЧШЕННЫЙ РАДАР,DETECCIÓN DE MOVIMIENTO MEJORADA,
SY_DETECTION_DESC,Text,,"Locate all enemies within 20 tiles, even behind obstructions",,"Localise tous les ennemis dans un rayon de 20 cases, même derrière des obstacles.",Feinderkennung im Umkreis von 20 Feldern - auch <i>hinter</i> Hindernissen.,,"Wykrywa wszystkich wrogów w promieniu 20 pól, nawet za przeszkodami","Обнаруживает всех врагов в радиусе 20 клеток, даже за препятствиями","Localiza a todos los enemigos en 20 casillas, incluso tras obstáculos.",
SY_MISTREPELLER_NAME,Text,,ENHANCED MIST REPELLER,,RÉPULSEUR DE BRUME AMÉLIORÉ,VERBESSERTER NEBELABWEISER,,ULEPSZONY ODSTRASZACZ MGŁY,УЛУЧШЕННЫЙ РАССЕИВАТЕЛЬ ТУМАНА,REPELENTE DE NIEBLA MEJORADO,
SY_MISTREPELLER_DESC,Text,,Remove all Mist in a 3 tile radius while moving. Allies within this radius are immune to the effects of Mist,,Dissipe toute la Brume dans un rayon de 3 cases lors des déplacements. Les alliés situés dans ce rayon sont immunisés contre les effets de la Brume.,Entfernt bei Bewegung jeglichen Nebel in einem Radius von 3 Feldern. Verbündete innerhalb dieses Radius sind immun gegen die Effekte von Nebel.,,Usuwa całą Mgłę w promieniu 3 pól podczas ruchu. Sojusznicy w tym promieniu są odporni na działanie Mgły,При перемещении машины Туман в радиусе 3-х клеток рассеивается. Союзники в пределах этого радиуса невосприимчивы к эффектам Тумана,Elimina toda la Niebla en un radio de 3 casillas mientras se mueva. Los aliados en ese radio son inmunes a los efectos de la Niebla.,
SY_MISTIMMUNITY_NAME,Text,,IMMUNE TO MIST,,IMMUNITÉ : BRUME,IMMUN GEGEN NEBEL,,ODPORNOŚĆ NA MGŁĘ,НЕВОСПРИИМЧИВОСТЬ К ТУМАНУ,INMUNE A LA NIEBLA,
SY_MISTIMMUNITY_DESC,Text,,Actor is immune to the effects of Mist,,Le porteur est immunisé contre les effets de la Brume.,Gewährt Immunität gegen die Auswirkungen von Nebel.,,Jednostka jest odporna na działanie Mgły,Туман на вас не действует,El actor es inmune a los efectos de la Niebla.,
SY_JAMMER_DESC,Text,,"All enemy units within 12 tiles become DISORIENTED, preventing the use of Will Point abilities",,"Toutes les unités ennemies dans un rayon de 12 cases sont DÉSORIENTÉES, ce qui empêche l'utilisation des capacités liées aux points de volonté.","Alle feindlichen Einheiten im Umkreis von 12 Feldern werden DESORIENTIERT, wodurch der Einsatz von Willenspunktfähigkeiten verhindert wird.",,"Wszystkie wrogie jednostki w promieniu 12 pól stają się ZDEZORIENTOWANE, co uniemożliwia używanie umiejętności wykorzystujących Punkty Woli",Все враги в радиусе 12 клеток дезориентируются (не могут использовать Очки Воли один ход),"Todas las unidades enemigas en un radio de 12 casillas se DESORIENTAN, previniendo el uso de habilidades basadas en Puntos de Voluntad.",
SY_HYBRID_NAME,Text,,Hermes X1,,Hermes X1,Hermes X1,,Hermes X1,Распылитель «Гермес Х1»,Hérmes X1,
SY_STIM_NAME,Text,,STIM CLOUD,,NUAGE DE STIMULANTS,STIMULANZWOLKE,,CHMURA STYMULANTU,БОДРЯЩИЙ ГАЗ,NUBE ESTIMULANTE,
SY_STIM_DESC,Text,,All allies within 5 tiles recover 2 Action Points,,Tous les alliés dans un rayon de 5 cases récupèrent 2 points d'action.,Alle Verbündeten im Umkreis von 5 Feldern erhalten 2 Aktionspunkte zurück.,,Wszyscy sojusznicy w promieniu 5 pól odzyskują 2 Punkty Akcji,Все союзники в радиусе 5 клеток восстанавливают по 2 Очка Действий,Todos los aliados en 5 casillas recueran 2 Puntos de Acción.,
SY_THRUSTERS_NAME,Text,,Cleric X2,,Cleric X2,Kleriker X2,,Cleric X2,Распылитель «Клирик Х2»,Clérigo X2,
SY_CURE_NAME,Text,,CURE CLOUD,,NUAGE CURATIF,HEILWOLKE,,CHMURA LECZNICZA,ЦЕЛЕБНЫЙ ГАЗ,NUBE CURATIVA,
SY_CURE_DESC,Text,,"Removes all Paralysis, Bleeding, Poison, Strained, Infected, Dazed and Slowed status effects from all allied units within 10 tiles",,"Dissipe les effets de statut Paralysie, Hémorragie, Poison, Tension, Infection, Étourdissement et Ralentissement de toutes les unités alliées dans un rayon de 10 cases.","Entfernt alle Statuseffekte wie Lähmung, Blutung, Vergiftung, Erschöpfung, Infektion, Benommenheit und Verlangsamung von allen verbündeten Einheiten innerhalb von 10 Feldern.",,"Usuwa wszystkie efekty statusu Paraliż, Krwawienie, Trucizna, Nadwyrężenie, Zainfekowanie, Oszołomienie i Spowolnienie ze wszystkich sojuszniczych jednostek w promieniu 10 pól","Снимает все статусные эффекты Паралича, Кровотечения, Отравления, Усталости, Заражения, Оглушения и Замедления со всех союзных юнитов в радиусе 10 клеток","Elimina todos los efectos Parálisis, Sangrado, Veneno, Strained, Infección, Aturdimiento y Lentitud de todos los aliados en un radio de 10 casillas.",
SY_ARMOUR_NAME,Text,,RESTORE ARMOR,,RÉPARATION D'ARMURE,RÜSTUNG WIEDERHERSTELLEN,,ODTWÓRZ PANCERZ,ДРОИД ПО РЕМОНТУ БРОНИ,RESTAURACIÓN DE ARMADURA,
SY_ARMOUR_DESC,Text,,Restore 10 armor to all allied units within 10 tiles,,Restaure 10 points d'armure à toutes les unités alliées dans un rayon de 10 cases.,Stellt die Rüstung aller verbündeten Einheiten innerhalb von 10 Feldern um 10 wieder her.,,Przywraca 10 punktów pancerza wszystkim sojuszniczym jednostkom w promieniu 10 pól,Восстанавливает 10 очков брони всем дружественным юнитам в радиусе 10 клеток,Restaura 10 Armadura a todos los aliados en un radio de 10 casillas.,
PX_LAZARUS_NAME,Text,,Lazarus Shield,,Bouclier Lazarus,Lazarus-Schild,,Tarcza Łazarza,Щит Лазаря,Escudo Lázaro,
PX_VANISH_NAME,Text,,VANISH,,DISPARITION,VERSCHWINDEN,,ZNIKNIJ,УКРЫТЬСЯ,DESVANACERSE,
PX_VANISH_DESC,Text,,Disappear from view for the next turn (or until spotted),,Disparaît de la vue pendant le tour suivant (ou jusqu'à détection).,Verschwinde für die nächste Runde (oder bis du entdeckt wirst) aus dem Blickfeld.,,Znajduje się poza zasięgiem wzroku do następnej tury (lub do chwili wykrycia),Исчезнуть с поля зрения врагов до конца следующего хода (или пока не столкнетесь),Desaparece del campo de visión hasta el próximo turno (o hasta ser descubierto).,
PX_HIDDEN_NAME,Text,,HIDDEN,,CACHÉ,VERSTECKT,,UKRYTY,МАСКИРОВОЧНАЯ СЕТЬ,ESCONDIDO,
PX_HIDDEN_DESC,Text,,Vehicle is hidden,,Le véhicule est dissimulé.,Das Fahrzeug ist versteckt.,,Pojazd jest ukryty,Машина скрыта,El vehículo está escondido.,
PX_DEPLOY_NAME,Text,,Deployment Bay,,Baie de déploiement,Ausstiegsschleuse,,Komora desantowa,Десантный отсек,Bahía de despliegue.,
PX_EJECT_NAME,Text,,EJECT,,ÉJECTION,AUSWERFEN,,KATAPULTUJ,БОЕВОЕ ДЕСАНТИРОВАНИЕ,EYECTAR,
PX_EJECT_DESC,Text,,"Until the end of the turn, exiting the vehicle does not cost any Action Points",,"Jusqu'à la fin du tour, sortir du véhicule ne coûte aucun point d'action.",Bis zum Ende des Zuges kostet das Aussteigen aus dem Fahrzeug keine Aktionspunkte.,,Do końca tury opuszczenie pojazdu nie kosztuje żadnych Punktów Akcji,До конца хода выйти из машины можно бесплатно,"Hasta el final del turno, salir del vehículo no cuesta Puntos de Acción.",
PX_STABILITY_NAME,Text,,Reinforced Stabilisers,,Stabilisateurs renforcés,Verstärkte Stabilisatoren,,Wzmocnione stabilizatory,Усиленные стабилизаторы,Estabilizadores Reforzados,
PX_AMMUNITION_NAME,Text,,Ammunition Racks,,Racks de munitions,Munitionshalterungen,,Stelaże amunicyjne,Дополнительная боеукладка,Bastidor de municiones.,
NJ_REINFORCED_NAME,Text,,REINFORCED ARMOR PLATING,,PLAQUES DE BLINDAGE RENFORCÉES,VERSTÄRKTE PANZERUNG,,WZMOCNIONE PŁYTY PANCERZA,УСИЛЕННАЯ БРОНЯ,BLINDAJE REFORZADO,
NJ_REINFORCED_DESC,Text,,Hull Armors gain 50 Hit Points,,Le blindage de coque gagne 50 points de vie.,Die Hüllenpanzerung erhält 50 Trefferpunkte.,,Pancerz kadłuba zyskuje 50 Punktów Życia,Броня корпуса получает +50 очков,La armadura del casco gana 50 Puntos de Vida.,
NJ_LIGHTWEIGHT_NAME,Text,,FAST ENTRY,,ENTRÉE RAPIDE,SCHNELLER EINSTIEG,,SZYBKIE WEJŚCIE,АВТОМАТИЧЕСКИЙ ЛЮК,ENTRADA RÁPIDA,
NJ_LIGHTWEIGHT_DESC,Text,,Entering the vehicle does not cost any Action Points,,Monter dans le véhicule ne coûte aucun point d'action.,Das Einsteigen in das Fahrzeug kostet keine Aktionspunkte.,,Wejście do pojazdu nie kosztuje żadnych Punktów Akcji,Позволяет бесплатно забраться в машину,Entrar al vehículo no cuesta Puntos de Acción-.,
NJ_GASTANKS_NAME,Text,,Gas Tanks,,Réservoirs de gaz,Gastanks,,Zbiorniki gazu,Газовая турбина,Tanque de gas,
NJ_TRACTION_NAME,Text,,REINFORCED SUSPENSION,,SUSPENSIONS RENFORCÉES,VERSTÄRKTE AUFHÄNGUNG,,WZMOCNIONE ZAWIESZENIE,УСИЛЕННАЯ ПОДВЕСКА,SUSPENSIÓN REFORZADA,
NJ_TRACTION_DESC,Text,,Grants +10 Armor and +100 Hit Points to all wheels,,Accorde +10 d'armure et +100 points de vie à toutes les roues.,Gewährt allen Rädern +10 Rüstung und +100 Trefferpunkte.,,Zapewnia wszystkim kołom +10 pancerza i +100 Punktów Życia,Дает +10 брони и +100 хитов всем колесам,Provee +10 de Armadura y +100 Puntos de Vida a las ruedas.,
NJ_BLASTVULN_NAME,Text,,VULNERABLE TO BLASTS,,VULNÉRABLE AUX EXPLOSIONS,ANFÄLLIG FÜR EXPLOSIONEN,,PODATNY NA WYBUCHY,СНИЖЕННАЯ ВЗРЫВОСТОЙКОСТЬ,VULNERABLE A LAS EXPLOSIONES,
NJ_BLASTVULN_DESC,Text,,Double effect of Blast Damage,,Les dégâts d'explosion sont doublés.,Erleidet doppelten Schaden durch Explosionen.,,Obrażenia od wybuchów mają podwójny efekt,Взрывы будут наносить двойной урон,Vulnerable al daño de explosiones x2.,
NJ_OBLITERATOR_NAME,Text,,OBLITERATOR,,OBLITERATOR,VERNICHTER,,OBLITERATOR,УНИЧТОЖИТЕЛЬ,OBLITERADOR,
NJ_OBLITERATOR_DESC,Text,,Grants a secondary firemode specialised in single-target takedown,,Accorde un mode de tir secondaire spécialisé dans l'élimination de cibles uniques.,"Gewährt einen sekundären Feuermodus, der auf die Ausschaltung einzelner Ziele spezialisiert ist.",,Zapewnia dodatkowy tryb ognia wyspecjalizowany w eliminacji pojedynczych celów,"Предоставляет дополнительный режим ведения огня, заточенный под уничтожение одиночных целей",Permite un modo de disparo secundario especializado en el derribo de un objetivo.,
NJ_INCENDIARY_NAME,Text,,LOAD INCENDIARY GRENADES,,CHARGER GRENADES INCENDIAIRES,BRANDGRANATEN LADEN,,ZAŁADUJ GRANATY ZAPALAJĄCE,ЗАЖИГАТЕЛЬНЫЕ ГРАНАТЫ,CARGA DE GRANADAS INCENDIARAS,
NJ_INCENDIARY_DESC,Text,,Load Incendiary Grenades that deal 40 additional Fire Damage,,Charge des grenades incendiaires qui infligent 40 points de dégâts de feu supplémentaires.,"Lade Brandgranaten, die zusätzliche 40 Feuerschaden verursachen.",,"Ładuje granaty zapalające, które zadają dodatkowe 40 obrażeń od ognia","Зарядить зажигательные гранаты, дающие дополнительно 40 Огненного урона",Carga Granadas Incendiarias que hacen 40 de daño al Fuego adicional.,
NJ_CONCUSSION_NAME,Text,,LOAD CONCUSSION GRENADES,,CHARGER GRENADES ASSOURDISSANTES,SCHOCKGRANATEN LADEN,,ZAŁADUJ GRANATY OGŁUSZAJĄCE,ОГЛУШАЮЩИЕ ГРАНАТЫ,CARGA GRANADAS DE CONMOCIÓN,
NJ_CONCUSSION_DESC,Text,,Load Concussion Grenades that deal 30 additional Sonic Damage,,Charge des grenades assourdissantes qui infligent 30 points de dégâts soniques supplémentaires.,"Lade Schockgranaten, die 30 zusätzlichen Schallschaden verursachen.",,"Ładuje granaty ogłuszające, które zadają dodatkowe 30 obrażeń sonicznych","Зарядить фугасные гранаты, дающие дополнительно 30 Оглушающего урона",Carga Granadas de Conmoción que hacen 30 de daño Sónico adicional.,
KEY_VEHICLE_AMMO_gemini,Text,,Scarab Gemini V Ammo,,Munitions Gemini V du Scarab,Scarab-Gemini-V-Munition,,Amunicja Scarab Gemini V,Ракеты к Джемини-5 Скарабея,,
KEY_VEHICLE_AMMO_DESCRIPTION_gemini,Text,,Ammunition for the Scarab’s Gemini missile turret.,,Munitions pour la tourelle à missiles Gemini du Scarab.,Munition für den Gemini-Raketenwerfer-Turm des Scarab.,,Amunicja do wyrzutni rakiet Gemini Scaraba,Боеприпасы к ракетной турели Джемини Скарабея,,
KEY_VEHICLE_AMMO_junkerMinigun,Text,,Junker Minigun Ammo,,Munitions Minigun du Junker,Junker-Minigun-Munition,,Amunicja do miniguna Junkera,Патроны к пулемету НИ-1,,
KEY_VEHICLE_AMMO_DESCRIPTION_junkerMinigun,Text,,Ammunition for the Junker's Minigun.,,Munitions pour le Minigun du Junker.,Munition für die Minigun des Junkers.,,Amunicja do miniguna Junkera,Боеприпасы к пулемету бронетрактора НИ-1,,
KEY_VEHICLE_AMMO_vishnu,Text,,Junker Vishnu Ammo,,Munitions Vishnu du Junker,Junker-Vishnu-Munition,,Amunicja Junker Vishnu,Гранаты к Вишну НИ-1,,
KEY_VEHICLE_AMMO_DESCRIPTION_vishnu,Text,,Ammunition for the Junker's Vishnu grenade launcher.,,Munitions pour le lance-grenades Vishnu du Junker.,Munition für den Vishnu-Granatwerfer des Junkers.,,Amunicja do granatnika Vishnu Junkera,Боеприпасы к гранатомету Вишну бронетрактора НИ-1,,
KEY_VEHICLE_AMMO_fullstop,Text,,Junker Fullstop Ammo,,Munitions Fullstop du Junker,Junker-Fullstop-Munition,,Amunicja Junker Fullstop,Канистры к Фуллстоп НИ-1,,
KEY_VEHICLE_AMMO_DESCRIPTION_fullstop,Text,,Ammunition for the Junker's Fullstop goo launcher.,,Munitions pour le lance‑gel Fullstop du Junker.,Munition für den Fullstop-Goo-Werfer des Junkers.,,Amunicja do wyrzutni mazi Fullstop Junkera,Боеприпасы к слизевой турели Фуллстоп бронетрактора НИ-1,,
KEY_VEHICLE_AMMO_screamer,Text,,Junker Screamer Ammo,,Munitions Screamer du Junker,Junker-Screamer-Munition,,Amunicja Junker Screamer,Заряды для Скримера НИ-1,,
KEY_VEHICLE_AMMO_DESCRIPTION_screamer,Text,,Ammunition for the Junker's Screamer sonic weapon.,,Munitions pour l’arme sonique Screamer du Junker.,Munition für die Screamer-Schallwaffe des Junkers.,,Amunicja do broni sonicznej Screamer Junkera,Боеприпасы для акустической турели Скример бронетрактора НИ-1,,
KEY_VEHICLE_AMMO_scorpio,Text,,Scarab Scorpio VII Ammo,,Munitions Scorpio VII du Scarab,Scarab-Scorpio-VII-Munition,,Amunicja Scarab Scorpio VII,Ракеты к Скорпио-7 Скарабея,,
KEY_VEHICLE_AMMO_DESCRIPTION_scorpio,Text,,Ammunition for the Scarab’s Scorpio virophage missile turret.,,Munitions pour la tourelle à missiles virophage Scorpio du Scarab.,Munition für den Scorpio-Virophagen-Raketenturm des Scarab.,,Amunicja do wyrzutni rakiet wirofagowych Scorpio Scaraba,Боеприпасы к вирусной ракетной турели Скорпио Скарабея,,
KEY_VEHICLE_AMMO_taurus,Text,,Scarab Taurus II Ammo,,Munitions Taurus II du Scarab,Scarab-Taurus-II-Munition,,Amunicja Scarab Taurus II,Снаряды к Таурус-2 Скарабея,,
KEY_VEHICLE_AMMO_DESCRIPTION_taurus,Text,,Ammunition for the Scarab Taurus cannon.,,Munitions pour le canon Taurus du Scarab.,Munition für die Taurus-Kanone des Scarab.,,Amunicja do działa Taurus Scaraba,Боеприпасы к пушке Таурус Скарабея,,
KEY_VEHICLE_AMMO_hailstorm,Text,,Armadillo Hailstorm GT Ammo,,Munitions Hailstorm GT de l'Armadillo,Armadillo-Hailstorm-GT-Munition,,Amunicja Armadillo Hailstorm GT,Патроны к Хэйлсторм-ГТ Армадилло,,
KEY_VEHICLE_AMMO_DESCRIPTION_hailstorm,Text,,Ammunition for the Armadillo Hailstorm gauss machinegun.,,Munitions pour la mitrailleuse gauss Hailstorm de l’Armadillo.,Munition für das Hailstorm-Gauß-Maschinengewehr des Armadillo.,,Amunicja do karabinu maszynowego Gaussa Hailstorm Armadillo,Боеприпасы к гауссовому пулемету Хэйлсторм Армадилло,,
KEY_VEHICLE_AMMO_purgatory,Text,,Armadillo Purgatory GL Ammo,,Munitions Purgatory GL de l'Armadillo,Armadillo-Purgatory-GL-Munition,,Amunicja Armadillo Purgatory GL,Гранаты к Пургатори-ГЛ Армадилло,,
KEY_VEHICLE_AMMO_DESCRIPTION_purgatory,Text,,Ammunition for the Armadillo Purgatory grenade launcher.,,Munitions pour le lance-grenades Purgatory de l’Armadillo.,Munition für den Purgatory-Granatwerfer des Armadillo.,,Amunicja do granatnika Purgatory Armadillo,Боеприпасы к гранатомету Пургатори Армадилло,,
KEY_VEHICLE_AMMO_ft,Text,,Armadillo Mephistopheles FT ammo,,Munitions Mephistopheles FT de l'Armadillo,Armadillo-Mephistopheles-FT-Munition,,Amunicja Armadillo Mephistopheles FT,Канистры к Мефистофелю-ФТ Армадилло,,
KEY_VEHICLE_AMMO_DESCRIPTION_ft,Text,,Ammunition for the Armadillo Mephistopheles flamethrower.,,Munitions pour le lance‑flammes Mephistopheles de l’Armadillo.,Munition für den Mephistopheles-Flammenwerfer des Armadillo.,,Amunicja do miotacza ognia Mephistopheles Armadillo,Боеприпасы к огнемету Мефистофель Армадилло,,
