Key,Type,Desc,English,Chinese (Simplified),French,German,Italian,Polish,Russian,Spanish,UI_Tester
PX_ACHERON_DISSECTION_RESEARCHDEF_COMPLETE,Text,,"After research: Summary: The most surprising fact arising out of the autopsy is that the Acheron is genetically mostly human, much closer to us than any other Pandoran species so far encountered. This is astounding, given that the only noticeable resemblance to our species is the atrophied human body suspended from the creature's oversized limbs and carapace. 

Genetic origins: 70% homosapiens 

Function: intelligence remains undetermined. It's speculated that its goal is to spread the Third Mist Pandoravirus strain throughout the world

Offensive mutations: strong dispersal glands located on the creature's husk allow it to disperse biochemical droplets in a large area. Additionally the creature can squirt concentrated liquid through organs in its hands.

Mobility: the creature is fast and has the ability to jump at great distances

Weakness: the creature has been observed to adapt to any type of damage once dealt. It is recommended that attacks of various nature are used on it simultaneously before it can adjust.",,"Résumé post-recherche : Le fait le plus surprenant découlant de l'autopsie est que l'Achéron est génétiquement majoritairement humain, bien plus proche de nous que toute autre espèce pandorienne rencontrée jusqu'à présent. C'est stupéfiant, étant donné que la seule ressemblance notable avec notre espèce est le corps humain atrophié suspendu aux membres et à la carapace surdimensionnés de la créature.

Origines génétiques : 70% homosapiens

Fonction : l'intelligence reste indéterminée. On suppose que son but est de répandre la souche du pandoravirus de la Troisième Brume dans le monde entier.

Mutations offensives : de puissantes glandes de dispersion situées sur l'enveloppe de la créature lui permettent de disperser des gouttelettes biochimiques dans une large zone. De plus, la créature peut projeter un liquide concentré à travers les organes de ses mains.

Mobilité : la créature est rapide et a la capacité de sauter à de grandes distances.

Faiblesse : il a été observé que la créature s'adapte à tous les types de dégâts une fois qu'ils sont infligés. Il est recommandé d'utiliser simultanément des attaques de nature différente avant qu'elle puisse s'adapter.",,,,"После исследования. Резюме: Самый удивительный факт, вытекающий из вскрытия, заключается в том, что ахеронцы генетически в основном люди, гораздо ближе к нам, чем любой другой пандорский вид встреченный до сих пор. Это поразительно, учитывая, что единственное заметное сходство с нашим видом это атрофированное человеческое тело, подвешенное к огромным конечностям и панцирю существа.

Генетическое происхождение: 70% человек.

Функция: интеллект остается неопределенным. Предполагается, что его цель - распространить штамм пандоравируса третьего тумана по всему миру.

Наступательные мутации: сильные диспергирующие железы, расположенные на панцире существа, позволяют ему рассеивать биохимические капли на большой площади. Кроме того, существо может впрыскивать концентрированную жидкость через органы в своих руках.

Мобильность: существо быстрое и имеет возможность прыгать на большие расстояния

Слабость: было замечено, что существо приспосабливается к любому типу повреждений после нанесения. Рекомендуется одновременно применять к нему атаки различного характера, прежде чем он сможет приспособиться.",,
PX_ACHERON_DISSECTION_RESEARCHDEF_NAME,Text,,Acheron Autopsy,,Autopsie d'Achéron,,,,Вскрытие Ахерона,,
PX_ACHERON_DISSECTION_RESEARCHDEF_UNLOCK,Text,,"Specimen: ACHERON
Acherons are large sized creatures that focus more on affecting living creatures in a specific area than attacking directly. They are the only known Pandoran capable of spreading the new strain of Pandoravirus that is slowly driving the remnants of humanity insane.",,"Spécimen : ACHERON
Les Acherons sont des créatures de grande taille qui se concentrent davantage sur les effets sur les créatures vivantes dans une zone spécifique que sur les attaques directes. Ils sont les seuls Pandoriens connus capables de propager la nouvelle souche de Pandoravirus qui rend lentement fous les restes de l'humanité.",,,,"Образец: АХЕРОН
Ахероны — существа большого размера, которые больше сосредоточены на воздействии на живых существ в определенной области, чем на прямой атаке. Они единственные известные жители Пандоры, способные распространять новый штамм пандоравируса, который медленно сводит остатки человечества с ума.",,
PX_ALIEN_LIVEACHERON_RESEARCHDEF_BENEFITS,Text,,Damage inflicted on Acherons is increased by 10%.,,Les dégâts infligés aux Acherons sont augmentés de 10%.,,,,Урон, наносимый Ахеронам, увеличен на 10%.,,
PX_ALIEN_LIVEACHERON_RESEARCHDEF_COMPLETE,Text,,"Summary: The creature produces and disperses biochemicals that stimulate diverse reactions in the exposed subjects; these stimulants seem to act as ""keys"" that ""unlock"" pre-existing potentialities in the subjects. The almost supernatural powers that the Acherons manifest in the field must result from their ability to somehow harness the Oneiric Delirium, and we suspect that they are a clue to gaining a further understanding of this phenomenon. Could it be that the Oneiric Delirium is not the result of an infection, but rather of some sort of signal?
 
Language: The specimen appears to retain some understanding of human speech, but is unable or unwilling to speak. Careful experimentation has shown that communications with other Pandorans take place via release of pheromones, which appear to convey instructions and information with uncanny precision. 

Countermeasures: tests have concluded that the Acheron becomes resistant to any type of weapon after receiving damage from it. The good news is that the creature's resistance doesn't improve further after that.",,"Résumé : La créature produit et disperse des substances biochimiques qui stimulent diverses réactions chez les sujets exposés ; ces stimulants semblent agir comme des ""clés"" qui ""débloquent"" des potentialités préexistantes chez les sujets. Les pouvoirs presque surnaturels que les Acherons manifestent sur le terrain doivent résulter de leur capacité à maîtriser d'une manière ou d'une autre le délire onirique, et nous pensons qu'ils constituent un indice pour mieux comprendre ce phénomène. Se pourrait-il que le délire onirique ne soit pas le résultat d'une infection, mais plutôt d'une sorte de signal ?

Le langage : Le spécimen semble avoir une certaine compréhension du langage humain, mais il ne peut ou ne veut pas parler. Des expériences minutieuses ont montré que la communication avec les autres Pandoriens se fait par la libération de phéromones, qui semblent transmettre des instructions et des informations avec une précision étonnante.

Contre-mesures : des tests ont conclu que l'Achéron devient résistant à tout type d'arme après avoir reçu des dégâts de celle-ci. La bonne nouvelle est que la résistance de la créature ne s'améliore plus par la suite.",,,,"Краткое содержание: Существо производит и распространяет биохимические вещества, которые стимулируют различные реакции у подвергшихся воздействию субъектов; эти стимуляторы действуют как «ключи», которые «открывают» ранее существовавшие потенциальные возможности субъектов. Почти сверхъестественные способности, которыми обладают ахероны проявления в поле должны быть результатом их способности каким-то образом использовать Онейрический бред, и мы подозреваем, что они являются ключом к дальнейшему пониманию этого феномена.Может быть, онейрический бред не является результатом инфекции, а скорее какого-то сигнала?
 
Язык: Образец, по-видимому, сохраняет некоторое понимание человеческой речи, но не может или не хочет говорить. Тщательные эксперименты показали, что общение с другими пандоранцами происходит посредством высвобождения феромонов, которые, кажется, передают инструкции и информацию со сверхъестественной точностью.

Противодействие: Испытания показали, что Ахерон становится устойчивым к любому виду оружия после получения от него урона. Хорошая новость заключается в том, что после этого сопротивление существа больше не улучшается.",,
PX_ALIEN_LIVEACHERON_RESEARCHDEF_NAME,Text,,Acheron Vivisection,,Vivisection de l'Achéron,,,,Вивисекция Ахерон,,
PX_ALIEN_LIVEACHERON_RESEARCHDEF_REVEAL,Text,,An Acheron specimen is required for the research to take place.,,Un spécimen d'Achéron est nécessaire pour que la recherche puisse avoir lieu.,,,,Для проведения исследования требуется образец Ахерона.,,
PX_ALIEN_LIVEACHERON_RESEARCHDEF_SHORT,Text,,Capture 1 Acheron,,Capture 1 Acheron,,,,Захватите одного Ахерона,,
PX_ALIEN_LIVEACHERON_RESEARCHDEF_UNLOCK,Text,,"The specimen is the only known Pandoran that can alter on the spot its own biochemistry and that of others, humans and Pandorans alike, sometimes even when they appear fully deceased, to aid its allies and hinder its enemies. ",,"Le spécimen est le seul Pandorien connu capable de modifier sur place sa propre biochimie et celle des autres, humains et Pandoriens, parfois même lorsqu'ils semblent complètement décédés, pour aider ses alliés et gêner ses ennemis. ",,,,"Эта особь — единственный известный пандоранец, который может на месте изменить свою собственную биохимию а так же биохимию других людей и пандоранцев, иногда они могут притворятся полностью мертвыми, чтобы помочь своим союзникам и создать ловушку для врага.",,
PX_CORRUPTION_RESEARCHDEF_BENEFITS,Text,need change,Corruption Sample Mission available,,Corruption Exemple de mission disponible,,,,Доступна миссия Corruption Sample,,
PX_CORRUPTION_RESEARCHDEF_COMPLETE,Text,need change,"Thanks to the Phoenix Initiative's processing power, a solution to treat the Corruption has been found. Testing on living specimens has confirmed that genetically enhanced mutagens could be used to treat anyone infected by this dangerous pandoravirus strain. While all medical facilities have been equipped with the necessary equipment, the treatment is highly individual and requires a fresh supply of mutagens. Finding a permanent cure would require access to an original sample of the new Pandoravirus strain.",,"Grâce à la puissance de traitement de l'Initiative Phoenix, une solution pour traiter la Corruption a été trouvée. Les tests effectués sur des spécimens vivants ont confirmé que des mutagènes génétiquement améliorés pouvaient être utilisés pour traiter toute personne infectée par cette dangereuse souche de pandoravirus. Bien que toutes les installations médicales aient été équipées du matériel nécessaire, le traitement est très individuel et nécessite un nouvel approvisionnement en mutagènes. Pour trouver un remède permanent, il faudrait avoir accès à un échantillon original de la nouvelle souche de pandoravirus.",,,,"Благодаря вычислительной мощности ИИ Феникса, было найдено решение для лечения Порчи. Тестирование на живых образцах подтвердило, что генетически усиленные мутагены могут быть использованы для лечения любого зараженного этим опасным штаммом пандоравируса. Хотя все медицинские учреждения были оснащены необходимым оборудованием, лечение очень индивидуально и требует свежего запаса мутагенов. Чтобы найти постоянное лекарство, потребуется доступ к оригинальному образцу нового штамма пандоравируса.",,
PX_CORRUPTION_RESEARCHDEF_NAME,Text,need change,Corruption Research,,Recherche sur la corruption,,,,Исследование заражения,,
PX_CORRUPTION_RESEARCHDEF_UNLOCK,Text,need change,Finding a way to treat the new strain of Pandoravirus could be vital for the survival of humanity. With luck a permanent cure could also be discovered.,,"Trouver un moyen de traiter la nouvelle souche du pandoravirus pourrait être vital pour la survie de l'humanité. Avec de la chance, un remède permanent pourrait également être découvert.",,,,Поиск способа лечения нового штамма пандоравируса может иметь жизненно важное значение для выживания человечества. Если повезет, возможно будет найти и создать постоянное лекарство.,,
PX_HEAL_GRENADE_RESEARCHDEF_BENEFITS,Text,,VIta Grenades available for production,,Grenades Vita disponibles pour la production,,,,Вита Гранаты доступны для производства,,
PX_HEAL_GRENADE_RESEARCHDEF_COMPLETE,Text,,"After dozens of attempts we have finally discovered a way to make the Acheron spray useful in grenade form. Compact and efficient, the Vita grenade has the power to close minor wounds of all organic beings in a radius of several meters.",,"Après des dizaines de tentatives, nous avons enfin découvert un moyen de rendre le spray d'Achéron utilisable sous forme de grenade. Compacte et efficace, la grenade Vita a le pouvoir de refermer les blessures mineures de tous les êtres organiques dans un rayon de plusieurs mètres.",,,,"После десятков попыток мы, наконец, нашли способ сделать аэрозоль Ахерона полезным в виде гранаты. Компактная и эффективная граната «Вита» способна закрыть легкие раны всех органических существ в радиусе нескольких метров.",,
PX_HEAL_GRENADE_RESEARCHDEF_NAME,Text,,Vita Grenade,,Grenade Vita,,,,Вита Граната,,
PX_HEAL_GRENADE_RESEARCHDEF_UNLOCK,Text,,Discoveries made during the Acheron autopsy have allowed us to make a theoretical model of a grenade with the ability to heal soldiers at a distance. Making a prototype of this is a key priority!,,Les découvertes faites lors de l'autopsie de l'Achéron nous ont permis de réaliser un modèle théorique de grenade ayant la capacité de soigner les soldats à distance. La fabrication d'un prototype de cette grenade est une priorité absolue !,,,,Открытия, сделанные при вскрытии Ахерона, позволили сделать теоретическую модель гранаты, способной лечить солдат на расстоянии. Создание прототипа этой гранаты является высшим приоритетом!,,
PX_MUTOID_RESEARCHDEF_BENEFITS,Text,,Mutoid production available,,Production de mutoides disponible,,,,Доступно производство мутоидов,,
PX_MUTOID_RESEARCHDEF_COMPLETE,Text,,"***Classified. Access restricted*** —- *** QKD verification in progress…*** — ***Granted***

Just as speculated, it has proven possible to create ""super-soldiers"" using mutagens and the RDNA techniques developed by Barnabas in his research into the Oneiric Delirium treatment. We call them “Mutoids”. The newly created Mutoid soldiers are immune to the effects of the Oneiric Delirium and are capable of learning all human skills, and many of the Pandorans' as well (provided DNA samples are available). We have purposefully “advertised” that Mutoids are created entirely from Mutagens, but unfortunately the process does require a humanoid specimen with certain (though not uncommon) genetic markers. 

////

I am surprised. Of course I saw the possibilities myself but I thought this avenue of research crossed boundaries that should not be crossed. Perhaps I was wrong and it is time I addressed the biases that come with being a member of my species. Thanks to you I am beginning to appreciate that the pursuit of greater good sometimes requires sacrificing personal morals.  

-B

PD: Please accept my apologies for the liberties taken with your security protocols",,"***Classified. Accès restreint. - Vérification QKD en cours... - Accordé.

Comme prévu, il s'est avéré possible de créer des ""super-soldats"" en utilisant des mutagènes et les techniques RDNA développées par Barnabas dans ses recherches sur le traitement du délire onirique. On les appelle les ""mutoïdes"". Les soldats mutoïdes nouvellement créés sont immunisés contre les effets du délire onirique et sont capables d'apprendre toutes les compétences humaines, ainsi que de nombreuses compétences des Pandoriens (à condition que des échantillons d'ADN soient disponibles). Nous avons volontairement ""annoncé"" que les mutoïdes sont créés entièrement à partir de mutagènes, mais malheureusement le processus nécessite un spécimen humanoïde avec certains marqueurs génétiques (bien que assez commun). La procédure efface complètement tous les souvenirs et les traits de personnalité. Nous pouvons facilement nous procurer des sujets appropriés en nombre suffisant dans des refuges amis.

////

Je suis surpris. Bien sûr, j'ai vu les possibilités moi-même, mais je pensais que cette voie de recherche franchissait des limites qui ne devraient pas être franchies. J'avais peut-être tort et il est temps que je m'attaque aux préjugés qui accompagnent le fait d'être membre de mon espèce. Grâce à vous, je commence à comprendre que la poursuite du bien commun exige parfois de sacrifier sa morale personnelle.

-B

PD : Veuillez accepter mes excuses pour les libertés prises avec vos protocoles de sécurité.",,,,"***Засекречено. Доступ ограничен. - Выполняется проверка QKD... - Разрешено.

Как и ожидалось, оказалось возможным создать «суперсолдат» с помощью мутагенов и методов RDNA, разработанных Варнавой в его исследованиях по лечению бреда во сне. Их называют «мутоидами». Недавно созданные солдаты-мутоиды невосприимчивы к эффектам Скверны и могут изучать все человеческие навыки, а также многие навыки Пандоран (при наличии образцов ДНК). Мы намеренно «объявили», что мутоиды создаются исключительно из мутагенов, но, к сожалению, для этого процесса требуется гуманоидный образец с определенными генетическими маркерами (хотя и довольно распространенными). Процедура полностью стирает все воспоминания и черты личности. Мы можем легко получить подходящих субъектов в достаточном количестве из дружественных приютов.

////

Я удивлен. Конечно, я и сам видел возможности, но мне казалось, что это направление исследований пересекает границы, которые не следует пересекать. Может быть, я ошибался, и пришло время разобраться с предубеждениями, связанными с принадлежностью к моему виду. Благодаря вам я начинаю понимать, что стремление к общему благу иногда требует жертв личной нравственностью.

-Б

PD: Пожалуйста, примите мои извинения за вольности, допущенные с вашими протоколами безопасности».",,
PX_MUTOID_RESEARCHDEF_NAME,Text,,Mutoid Genetics,,Génétique Mutoïde,,,,Мутоидная генетика,,
PX_MUTOID_RESEARCHDEF_UNLOCK,Text,,"Data found in the old Firebird Initiative lab points to an interesting application of the research pursued by Barnabas into the use of RDNA viruses and mutagens. We believe that it should be relatively easy to use these techniques to radically alter a human to turn it into a ""super-soldier"". It should be mentioned that not all of us are comfortable with pursuing this research.",,"Les données trouvées dans l'ancien laboratoire de l'Initiative Phoenix indiquent une application intéressante des recherches poursuivies par Barnabas sur l'utilisation des virus RDNA et des mutagènes. Nous pensons qu'il devrait être relativement facile d'utiliser ces techniques pour modifier radicalement un humain et le transformer en ""super-soldat"". Il convient de mentionner que nous ne sommes pas tous à l'aise avec la poursuite de ces recherches.",,,,"Данные, найденные в бывшей лаборатории Phoenix Initiative, указывают на интересное применение продолжающихся исследований Варнавы в области использования вирусов RDNA и мутагенов. Мы считаем, что должно быть относительно легко использовать эти методы для радикального изменения человека и превращения его в ""суперсолдат"". Стоит отметить, что не всем из нас ""удобно"" продолжать это исследование.",,
PX_ORIGINAL_ACHERON_RESEARCHDEF_BENEFITS,Text,,Corruption Sample Mission available,,Mission Echantillon de Corruption disponible,,,,Доступна миссия Corruption Sample,,
PX_ORIGINAL_ACHERON_RESEARCHDEF_COMPLETE,Text,,"By applying different stimulations to Specimen 2, we have “taught” it to release zeta-blockers in aerosol or cloud form which, when a human is exposed to it, dim the excitations of the amygdala associated with Oneiric Delirium incidents. However, the procedure is largely impractical (requiring the afflicted to be unarmored and in close proximity to the Acheron) and not entirely effective. Fortunately, the study of the chemical process taking place in the Acheron has allowed us to synthesize an easily administrable and highly effective biochemical compound.     

While all medical facilities have been equipped with the necessary equipment, the treatment is highly individual and requires a fresh supply of mutagens. 

In addition, our experiments have revealed that the Specimen 2, under the right stimulation, is capable of producing other biochemical compounds that may be of use in the battlefield. We recommend allocating additional resources to this research.",,"En appliquant différentes stimulations au spécimen 2, nous lui avons ""appris"" à libérer des zêta-bloquants sous forme d'aérosol ou de nuage qui, lorsqu'un humain y est exposé, atténuent les excitations de l'amygdale associées aux incidents de délire onirique. Cependant, la procédure est très peu pratique (elle exige que la personne touchée ne soit pas armée et se trouve à proximité de l'Achéron) et n'est pas entièrement efficace. Heureusement, l'étude du processus chimique qui se déroule dans l'Achéron nous a permis de synthétiser un composé biochimique facilement administrable et très efficace.

Bien que toutes les installations médicales aient été équipées du matériel nécessaire, le traitement est très individuel et nécessite un approvisionnement  en mutagènes frais.

De plus, nos expériences ont révélé que le spécimen 2, sous une stimulation appropriée, est capable de produire d'autres composés biochimiques qui pourraient être utiles sur le champ de bataille. Nous recommandons d'allouer des ressources supplémentaires à cette recherche.",,,,"Применяя различные виды стимуляции к Образцу 2, мы «научили» его высвобождать дзета-блокаторы в аэрозольной или облачной форме, которые при воздействии на человека приглушают возбуждение миндалевидного тела, связанное с инцидентами Онейрического бреда. процедура в значительной степени непрактична (требует, чтобы пораженный был без брони и в непосредственной близости от Ахерона) и не совсем эффективна.К счастью, изучение химического процесса, происходящего в Ахероне, позволило нам синтезировать легко вводимое и высокоэффективное биохимическое соединение .

Хотя все медицинские учреждения оснащены необходимым оборудованием, лечение сугубо индивидуально и требует свежего запаса мутагенов.

Кроме того, наши эксперименты показали, что Образец 2 при правильной стимуляции способен производить другие биохимические соединения, которые могут быть использованы на поле боя. Мы рекомендуем выделить дополнительные ресурсы на это исследование.",,
PX_ORIGINAL_ACHERON_RESEARCHDEF_NAME,Text,,Specimen 2,,Specimen 2,,,,Образец 2,,
PX_ORIGINAL_ACHERON_RESEARCHDEF_UNLOCK,Text,,"We have captured Specimen 2, the Acheron infected with the RDNA virus that holds the key to creating a treatment for the Oneiric Delirium.",,"Nous avons capturé le spécimen 2, l'Achéron infecté par le virus RDNA qui détient la clé pour créer un traitement contre le délire onirique.",,,,"Мы захватили Образец 2, зараженный вирусом RDNA Ахерон, в котором содержится ключ к созданию лекарства от Скверны.",,
DLC4 Hypnos/KEY_TAC_HINT_STATUS_CORRUPTED_NAME,Text,,Delirium,,Delirium,,,,Скверна,,
DLC4 Hypnos/KEY_STATUS_CORRUPTED_NAME,Text,,Delirium,,Delirium,,,,Скверна,,
KEY_STATUS_CORRUPTED_NAME,Text,,DELIRIUM,,DELIRIUM,,,,СКВЕРНА,,
