Key,Type,Desc,English,Chinese (Simplified),French,German,Italian,Polish,Russian,Spanish,UI_Tester
TFTV_ADDITIONAL_START_OPTIONS_TITLE,Text,,SHOW ADDITIONAL START OPTIONS,,AFFICHER LES OPTIONS DE DÉPART SUPPLÉMENTAIRES,STARTEINSTELLUNGEN <color=#a020f0>(AUTOMATISCH)</color>,,POKAŻ DODATKOWE OPCJE STARTOWE,ПОКАЗАТЬ НАСТРОЙКИ ПРИ НАЧАЛЕ НОВОЙ ИГРЫ,MOSTRAR OPCIONES DE INICIO ADICIONALES,
TFTV_ADDITIONAL_START_DESCRIPTION,Text,,Show more options that can only be changed on starting a new game.,,Affiche davantage d’options qui ne peuvent être modifiées qu’en début de partie.,"Einstellungen, die nur beim Start eines neuen Spiels geändert werden können.",,"Pokaż więcej opcji, które można zmienić tylko przy rozpoczynaniu nowej gry.","Показывает настройки, доступные только при старте новой игры",Mostrar más opciones que solo pueden cambiarse al iniciar una nueva partida.,
TFTV_ANYTIME_OPTIONS_TITLE,Text,,SHOW OPTIONS THAT CAN BE CHANGED ANYTIME,,AFFICHER LES OPTIONS MODIFIABLES À TOUT MOMENT,JEDERZEIT ÄNDERBARE EINSTELLUNGEN,,"POKAŻ OPCJE, KTÓRE MOŻNA ZMIENIĆ W DOWOLNEJ CHWILI",ПОКАЗАТЬ ИЗМЕНЯЕМЫЕ В ЛЮБОЕ ВРЕМЯ НАСТРОЙКИ,MOSTRAR OPCIONES QUE SE PUEDEN CAMBIAR EN TODO MOMENTO,
TFTV_ANYTIME_OPTIONS_DESCRIPTION,Text,,Show options that can also be changed any time in the Mod config tab.,,Affiche les options modifiables à tout moment dans l’onglet Config Mods.,"Einstellungen anzeigen, die jederzeit im Mod-Konfigurations-Tab geändert werden können.",,"Pokaż opcje, które można też zmieniać w dowolnej chwili w zakładce konfiguracji moda.","Показывает настройки, которые можно менять в любое время игры в меню мода",Mostrar opciones que pueden cambiarse en todo momento en la Mod config tab.,
TFTV_DIFFICULTY_ROOKIE_TITLE,Text,,STORY MODE,,MODE HISTOIRE,ERZÄHLUNG,,TRYB FABULARNY,КАК КНИЖКУ ПРОЧИТАТЬ,MODO HISTORIA,
TFTV_DIFFICULTY_ROOKIE_DESCRIPTION,Text,,Life is hard enough already; games don't have to be.,,La vie est assez dure comme ça ; les jeux ne devraient pas l’être.,"Das Leben ist schon schwer genug, Spiele müssen es nicht auch noch sein.",,Życie i tak jest wystarczająco trudne; gry nie muszą takie być.,"Жизнь и так - штука тяжелая, почему бы просто не поиграть в свое удовольствие (самый простой режим игры)",La vida ya es lo suficientemente dura; los juegos no tienen por qué serlo.,
TFTV_DIFFICULTY_ETERMES_TITLE,Text,,ELDRITCH,,ELDRITCH,ELDRITCH,,ELDRITCH,ПОЛНОЕ БЕЗУМИЕ,ETERMES,
TFTV_DIFFICULTY_ETERMES_DESCRIPTION,Text,,"<color=#c41f23>WARNING: FOR THE LOVE OF CTHULHU, STAY AWAY!</color> 
UNFAIR difficulty. Don't complain about BALANCE, there is NONE. 
We only accept complaints if you are not SUFFERING enough.",,"<color=#c41f23>ATTENTION : PAR L'AMOUR DE CTHULHU, FUYEZ !</color>
Difficulté INJUSTE. Ne vous plaignez pas de l'ÉQUILIBRAGE, il n'y en a AUCUN.
Nous n'acceptons les réclamations que si vous ne SOUFFREZ pas assez.","Der Schmerz! Der Horror! Lasst die Schleusen der Verzweiflung brechen!

<color=#c41f23>UNFAIRER Schwierigkeitsgrad. Beschwere dich nicht über die BALANCE, es gibt KEINE. Beschwerden werden nur akzeptiert, wenn du noch nicht genug LEIDEST.</color>",,"<color=#c41f23>OSTRZEŻENIE: NA MIŁOŚĆ CTHULHU, TRZYMAJ SIĘ Z DALEKA!</color>
NIESPRAWIEDLIWY poziom trudności. Nie narzekaj na BALANS, bo go NIE MA.
Przyjmujemy skargi tylko wtedy, gdy jeszcze za mało CIERPISZ.","Боль! Ужас! Страдания!

НЕВЕРОЯТНАЯ сложность. Не жалуйтесь на БАЛАНС, его НЕ СУЩЕСТВУЕТ. Мы принимаем жалобы только в том случае, если вам все еще МАЛО!","¡El dolor! ¡El horror! ¡Abre las puertas de la desesperación!
Dificultad INJUSTA. No te quejes por la falta de EQUILIBRIO, ¡no lo hay! Solo aceptamos quejas por falta de sufrimiento.",
TFTV_PROMO_SKINS,Text,,"Adds a bunch of differently-skinned free armors and guns at the start of the game, making it considerably easier.",,"Ajoute un ensemble d’armures et d’armes gratuites avec différents skins au début du jeu, rendant la partie nettement plus facile.","Kostenlose Rüstungen und Waffen mit unterschiedlichen Skins beim Spielstart, die das Spiel deutlich erleichtern.",,"Dodaje na początku gry zestaw darmowych pancerzy i broni z różnymi skórkami, co wyraźnie ułatwia rozgrywkę.","Добавляет в начале игры кучу разных бесплатных бронежилетов и единиц оружия с уникальными скинами, что значительно облегчает игру","Añade un montón de armaduras y armas gratuitas con diferentes diseños al comienzo del juego, lo que lo hace considerablemente más fácil.",
Opening Screen/KEY_DLC_ACTIVATE,Text,,ADDITIONAL OPTIONS ON NEW GAME START,,OPTIONS SUPPLÉMENTAIRES DU DÉBUT DE PARTIE,ZUSÄTZLICHE EINSTELLUNGEN,,DODATKOWE OPCJE PRZY ROZPOCZĘCIU NOWEJ GRY,НАСТРОЙКИ ПРИ НАЧАЛЕ НОВОЙ ИГРЫ,OPCIONES ADICIONALES AL INICIO DE UNA NUEVA PARTIDA,
UNBUFFED,Text,,UNBUFFED,,SANS BONUS,<color=#a020f0>NORMAL</color>,,BEZ WZMOCNIEŃ,ОБЫЧНЫЙ,SIN POTENCIAR,
BUFFED,Text,,BUFFED,,AVEC BONUS,VERSTÄRKT,,WZMOCNIONE,УСИЛЕННЫЙ,POTENCIADO,
RANDOM,Text,,RANDOM,,ALÉATOIRE,ZUFÄLLIG,,LOSOWO,СЛУЧАЙНЫЙ,ALEATORIO,
KEY_StartingSquad,Text,,STARTING SQUAD,,ESCOUADE DE DÉPART,STARTEINSATZTEAM,,ODDZIAŁ STARTOWY,СТАРТОВЫЙ ОТРЯД,ESCUADRÓN INICIAL,
KEY_StartingSquad_DESCRIPTION ,Text,,"You can choose to get a squad with random identities (as in Vanilla without doing the tutorial), the Vanilla tutorial starting squad (with higher stats), or a squad that will include Sophia Brown and Jacob with unbuffed stats (default on TFTV). Note that Jacob is a sniper, as in the title screen :)",,"Vous pouvez choisir d'obtenir une escouade aux identités aléatoires (comme dans le jeu de base sans le tutoriel), l'escouade de départ du tutoriel original (avec des statistiques améliorées), ou une escouade incluant Sophia Brown et Jacob avec des statistiques non buffées (option par défaut sur TFTV). Notez que Jacob est un tireur d'élite, comme sur l'écran titre :)","Du kannst ein Einsatzteam mit zufälligen Identitäten (wie im Basisspiel ohne Tutorial), das Einsatzteam aus dem Tutorial (mit besseren Werten) oder ein Einsatzteam mit <color=#a020f0>Sophia Brown & Jacob</color> mit Standardwerten wählen (die empfohlene TFTV-Erfahrung). Beachte, dass Jacob ein Scharfschütze ist, wie im Titelbildschirm :)",,"Możesz wybrać oddział z losowymi tożsamościami (jak w wersji podstawowej bez samouczka), startowy oddział z samouczka z wersji podstawowej (z lepszymi statystykami) albo oddział zawierający Sophię Brown i Jacoba z niewzmocnionymi statystykami (domyślne w TFTV). Pamiętaj, że Jacob jest snajperem, tak jak na ekranie tytułowym :)","Вы можете выбрать СЛУЧАЙНЫЙ отряд (ванильный, без прохождения обучения), УСИЛЕННЫЙ отряд из ванильного обучения (с более высокими характеристиками) или команду, в которую войдут София Браун и Джейкоб с ОБЫЧНЫМИ характеристиками (по умолчанию в TFTV). Обратите внимание, что Джейкоб - снайпер, как и нарисовано на заставке :)","Puedes elegir tener un escuadrón con personajes aleatorios (como en el juego normal cuando no juegas el tutorial), el escuadrón del tutorial (con mejores estadísticas), o uno que incluya a Sophia Brown y Jacob sin mejora alguna (TFTV normal). Jacob es un francotirador, como en la pantalla de inicio :)",
Vanilla_Random,Text,,Vanilla Random,,Aléatoire Vanilla,Zufällig (Basisspiel),,Losowo (wersja podstawowa),Случайно (как в ванили),Vanilla Aleatorio,
Random,Text,,Random (ALL bases included),,Aléatoire (toutes les bases incluses),Zufällig (ALLE Basen),,Losowo (WSZYSTKIE bazy wliczone),Случайно (из всех баз),Aleatorio (TODAS las bases incluidas),
Antarctica,Text,,Antarctica,,Antarctique,Antarktis,,Antarktyda,Антарктика,Antártica,
Asia,Text,,Asia (China),,Asie (Chine),Asien (China),,Azja (Chiny),Азия (Китай),Asia (China),
Australia,Text,,Australia,,Australie,Australien,,Australia,Австралия,Australia,
Central_America,Text,,Central America (Honduras),,Amérique centrale (Honduras),Mittelamerika (Honduras),,Ameryka Środkowa (Honduras),Центральная Америка (Гондурас),América Central (Honduras),
East_Africa,Text,,East Africa (Ethiopia),,Afrique de l’Est (Éthiopie),Ostafrika (Äthiopien),,Afryka Wschodnia (Etiopia),Восточная Африка (Эфиопия),África Oriental (Etiopía),
Eastern_Europe,Text,,Eastern Europe (Ukraine),,Europe de l’Est (Ukraine),Osteuropa (Ukraine),,Europa Wschodnia (Ukraina),Восточная Европа (Украина),Europa Oriental (Ucrania),
Greenland,Text,,Greenland,,Groenland,Grönland,,Grenlandia,Гренландия,Groenlandia,
Middle_East,Text,,Middle East (Afghanistan),,Moyen-Orient (Afghanistan),Naher Osten (Afghanistan),,Bliski Wschód (Afganistan),Ближний Восток (Афганистан),Medio Oriente (Afganistán),
North_Africa,Text,,North Africa (Algeria),,Afrique du Nord (Algérie),Nordafrika (Algerien),,Afryka Północna (Algieria),Северная Африка (Алжир),África Septentrional (Algeria),
Alaska,Text,,North America (Alaska),,Amérique du Nord (Alaska),Nordamerika (Alaska),,Ameryka Północna (Alaska),Северная Америка (Аляска),América del Norte (Alaska),
Mexico,Text,,North America (Mexico),,Amérique du Nord (Méxique),Nordamerika (Mexiko),,Ameryka Północna (Meksyk),Северная Америка (Мехико),América del Norte (México),
Quebec,Text,,North America (Quebec),,Amérique du Nord (Québec),Nordamerika (Quebec),,Ameryka Północna (Quebec),Северная Америка (Квебек),América del Norte (Quebec),
Siberia,Text,,Northern Asia (Siberia),,Asie du Nord (Sibérie),Nordasien (Sibirien),,Azja Północna (Syberia),Северная Азия (Сибирь),Asia Septentrional (Siberia),
South_Africa,Text,,South Africa (Zimbabwe),,Afrique australe (Zimbabwe),Südafrika (Simbabwe),,Afryka Południowa (Zimbabwe),Южная Африка (Зимбабве),África Meridional (Zimbawe),
Bolivia,Text,,South America (Bolivia),,Amérique du Sud (Bolivie),Südamerika (Bolivien),,Ameryka Południowa (Boliwia),Южная Америка (Боливия),América del Sur (las playas de Bolivia),
Tierra_de_Fuego,Text,,South America (Tierra de Fuego),,Amérique du Sud (Tierra del Fuego),Südamerika (Feuerland),,Ameryka Południowa (Ziemia Ognista),Южная Америка (Огненная Земля),América del Sur (la nación del fuego que atacó),
Southeast_Asia,Text,,Southeast Asia (Cambodia),,Asie du Sud-Est (Cambodge),Südostasien (Kambodscha),,Azja Południowo-Wschodnia (Kambodża),Юго-Восточная Азия (Камбоджа),Sudeste asiático (Camboya),
West_Africa,Text,,West Africa (Ghana),,Afrique de l’Ouest (Ghana),Westafrika (Ghana),,Afryka Zachodnia (Ghana),Западная Африка (Гана),África Occidental (Ghana),
KEY_StartingBase,Text,,STARTING BASE LOCATION,,EMPLACEMENT DE DÉPART,STANDORT STARTBASIS,,LOKALIZACJA BAZY STARTOWEJ,МЕСТО СТАРТОВОЙ БАЗЫ,LOCALIZACIÓN DE LA BASE INICIAL,
KEY_StartingBase_DESCRIPTION,Text,,Select your starting base. You can choose a specific location to start from. Please note that some locations are harder to start from than others!,,Sélectionnez votre base de départ. Vous pouvez choisir un emplacement précis pour commencer. Notez que certains emplacements sont plus difficiles que d’autres pour débuter !,"Startort wählen, um einen bestimmten Ort als Ausgangspunkt zu wählen. Bitte beachten, dass manche Orte schwieriger zu erreichen sind als andere!",,"Wybierz swoją bazę startową. Możesz wskazać konkretną lokalizację początkową. Pamiętaj, że rozpoczęcie gry w niektórych miejscach jest trudniejsze niż w innych!","Выберите стартовую базу. Вы можете выбрать конкретное место для начала игры. Пожалуйста, обратите внимание, что с некоторых мест стартовать сложнее, чем с других!","Elige tu base inicial. Puedes elegir una localización específica. Por favor, recuerda que algunos lugares son más fáciles que los del tercer mundo.",
KEY_StartingFaction,Text,,FACTION BACKGROUND,,HISTORIQUE DE LA FACTION,HINTERGRUND,,POCHODZENIE FRAKCYJNE,ФРАКЦИЯ,TRASFONDO DE LA FACCIÓN,
KEY_StartingFaction_DESCRIPTION,Text,,"You can choose a different faction background. If you do, one of your Assaults and your starting Heavy on Legend and Hero, Assault on Veteran, or Sniper on Rookie will be replaced by an operative of the elite class of the Faction of your choice. You will also get the corresponding faction technology once the faction researches it.",,"Vous pouvez choisir une origine de faction différente. Si vous le faites, l'une de vos Unités d'assaut ainsi que votre Mastodonte de départ en difficulté Légende et Héros, votre unité d'assaut en Vétéran, ou votre Tireur d'élite en Recrue sera remplacé par un agent de la classe d'élite de la faction choisie. Vous obtiendrez également la technologie de faction correspondante une fois que celle-ci aura été recherchée par la faction.","Startfraktion nun wählbar.

Eliteklassen der gewählten Fraktion ersetzen einzelne Starteinheiten:
Grünschnabel (Scharfschütze), Veteran (Sturm), Held/Legende (Sturm + Schwer).

Fraktionstechnologien nach Erforschung verfügbar.",,"Możesz wybrać inne pochodzenie frakcyjne. Jeśli to zrobisz, jeden z twoich szturmowców oraz początkowy ciężki na Legendzie i Bohaterze, szturmowiec na Weteranie albo snajper na Rekrucie zostanie zastąpiony żołnierzem klasy elitarnej wybranej frakcji. Otrzymasz też odpowiednią technologię tej frakcji, gdy tylko frakcja ją zbada.","Вы можете выбрать другую фракцию. Если вы это сделаете, то один из ваших Штурмовиков и ваш стартовый Тяжелый штурмовик (на сложности ""Легенда"" и ""Герой""), Штурмовик (на сложности ""Ветеран""), Снайпер (на сложности ""Новичок"") будут заменены на элитных бойцов вашей фракции. Вы также получите соответствующую технологию фракции, как только фракция ее исследует","Puedes elegir un trasfondo de facción diferente. Si lo haces, uno de tus Asaltos y tu Pesado inicial (Leyenda y Héroe), Asalto (Veterano) o Francotirador (Novato) serán reemplazados por un agente de la clase élite de la facción que elijas. También recibirás la tecnología de facción correspondiente una vez que la facción la investigue.",
KEY_ScavSites_DESCRIPTION,Text,,"Total number of scavenging sites generated on game start, not counting overgrown sites. (Vanilla: 16, TFTV default 8, because Ambushes generate additional resources).",,"Nombre total de sites de récupération générés au début de la partie, sans compter les sites envahis. (Vanilla : 16, par défaut dans TFTV : 8, car les embuscades génèrent des ressources supplémentaires).","Gesamtzahl der zu Spielbeginn generierten Beutestätten, ohne überwucherte Orte mitzuzählen. (Basisspiel: 16, TFTV-Standard 8 - da Hinterhalte zusätzliche Ressourcen generieren).",,"Całkowita liczba miejsc zbieractwa generowanych na początku gry, bez uwzględniania zarośniętych miejsc. (Wersja podstawowa: 16, domyślnie w TFTV: 8, ponieważ zasadzki generują dodatkowe zasoby).","Общее количество руин, созданных в начале игры, не считая ""заросших"" (появляются в игре позже). В ванильной игре: 16, в TFTV по умолчанию: 8, так как здесь больше засад, а где засады - там дополнительные ресурсы","El número total de sitios de búsqueda generados al inicio del juego, sin contar los sitios con vegetación. (Vanilla: 16, TFTV predeterminado: 8, ya que las emboscadas generan recursos adicionales).",
YES,Text,,ON,,Activé,<color=#13c233>AN</color>,,WŁ.,ДА,SÍ,
NO,Text,,OFF,,Désactivé,AUS,,WYŁ.,НЕТ,NO,
KEY_LimitedCapture_DESCRIPTION,Text,,Play with game mechanics that set a limit to how many Pandorans you can capture per mission.,,Jouez avec des mécaniques de jeu qui imposent une limite au nombre de Pandoriens que vous pouvez capturer par mission.,"Experimentiere mit Spielmechaniken, die die Anzahl der Pandoraner begrenzt, die pro Mission gefangengenommen werden können.",,"Graj z mechaniką ograniczającą liczbę Pandoran, których możesz schwytać.","Установить ограничение на количество Пандоранов, которое вы можете захватить за миссию",Juega con mecánicas que limitan el número de Pandoras que puedes capturar por misión.,
KEY_LimitedHarvesting_DESCRIPTION,Text,,Play with game mechanics that make obtaining food or mutagens from captured Pandorans harder.,,Jouez avec des mécaniques de jeu qui rendent plus difficile l’obtention de nourriture ou de mutagènes à partir des Pandoriens capturés.,"Experimentiere mit Spielmechaniken, die es erschweren, Nahrung oder Mutagene von gefangenen Pandoranern zu erhalten.",,Graj z mechaniką utrudniającą pozyskiwanie żywności lub mutagenów z pojmanych Pandoran.,Усложнить добычу еды и мутагенов из захваченных Пандоранов,Juega con mecánicas que hacen que conseguir comida o mutágenos de los Pandoras sea más difícil.,
KEY_LimitedHarvesting,Text,,LIMITED HARVESTING,,RÉCOLTE LIMITÉE,<color=#a020f0>BEGRENZTES ERNTEN</color>,,OGRANICZONE POZYSKIWANIE,ОГРАНИЧЕННАЯ ДОБЫЧА,COSECHA LIMITADA,
KEY_LimitedCapture,Text,,LIMITED CAPTURING,,CAPTURE LIMITÉE,<color=#a020f0>BEGRENZTE EINDÄMMUNG</color>,,OGRANICZONE POJMANIE,ОГРАНИЧЕННЫЙ ЗАХВАТ В ПЛЕН,CAPTURA LIMITADA,
KEY_ScavSites,Text,,SCAVENGING SITES #,,SITES DE RÉCUPÉRATION #,ANZAHL DER BEUTESTÄTTEN,,LICZBA MIEJSC ZBIERACTWA,РУИНЫ,LUGARES DE BÚSQUEDA #,
HIGH,Text,,HIGH,,ÉLEVÉ,HOCH,,WYSOKI,ВЫСОКИЙ,ALTO,
MEDIUM,Text,,MEDIUM,,MODÉRÉ,MITTEL,,ŚREDNI,СРЕДНИЙ,MEDIO,
LOW,Text,,LOW,,FAIBLE,NIEDRIG,,NISKI,НИЗКИЙ,BAJO,
NONE,Text,,NONE,,AUCUN,KEINE,,BRAK,НЕТ,NINGUNO,
KEY_ResCratePriority_DESCRIPTION,Text,,"In Vanilla and default TFTV, resource crate scavenging sites are much more likely to spawn than either vehicle or personnel rescues. You can modify the relative chances of each type of scavenging site being generated. Choose none to have 0 scavenging sites of this type (for reference, high/medium/low ratio is 6/4/1).",,"Dans le jeu vanilla comme dans la configuration par défaut de TFTV, les sites de récupération de caisses ont bien plus de chances d’apparaître que les missions de récupération de véhicules ou de sauvetage.",Im Basisspiel und der Standardversion von TFTV erscheinen Rohstoffkisten bei Beutezügen deutlich häufiger als Fahrzeug- oder Personenrettungen. Die Wahrscheinlichkeit für jeden Typ von Beutestätte ist anpassbar. Die Auswahl „Keine“ erzeugt 0 Beutestätten dieses Typs (zur Information: Das Verhältnis hoch/mittel/niedrig ist 6/4/1).,,W wersji podstawowej i domyślnym TFTV miejsca zbieractwa z paczkami zasobów są znacznie częstsze niż inne typy. Ta opcja zmienia ich priorytet generowania.,"В ванильной игре и стандартном TFTV, руины с ресурсными ящиками генерируются гораздо чаще, чем руины с миссиями по спасению бойцов и поиску машин. Можно изменить шанс генерации каждого типа руин: «высокий/средний/низкий/нет» означает 6/4/1/0 руин","En la versión Vanilla y el TFTV normal, es mucho más probable que aparezcan sitios de recolección de cajas de recursos que rescates de vehículos o personal. Puedes modificar la probabilidad relativa de que se genere cada tipo de sitio de recolección. Selecciona ""Ninguno"" para que no haya sitios de recolección de este tipo (como referencia, la proporción alta/media/baja es 6/4/1).",
KEY_RecruitsPriority_DESCRIPTION,Text,,"In Vanilla and default TFTV, resource crate scavenging sites are much more likely to spawn than either vehicle or personnel rescues. You can modify the relative chances of each type of scavenging site being generated. Choose none to have 0 scavenging sites of this type (for reference, high/medium/low ratio is 6/4/1).",,"Dans le jeu vanilla comme dans la configuration par défaut de TFTV, les sites de récupération de caisses ont bien plus de chances d’apparaître que les missions de récupération de véhicules ou de sauvetage.",Im Basisspiel und der Standardversion von TFTV erscheinen Rohstoffkisten bei Beutezügen deutlich häufiger als Fahrzeug- oder Personenrettungen. Die Wahrscheinlichkeit für jeden Typ von Beutestätte ist anpassbar. Die Auswahl „Keine“ erzeugt 0 Beutestätten dieses Typs (zur Information: Das Verhältnis hoch/mittel/niedrig ist 6/4/1).,,W wersji podstawowej i domyślnym TFTV miejsca zbieractwa z rekrutami są znacznie rzadsze niż miejsca z paczkami zasobów. Ta opcja zmienia ich priorytet generowania.,"В ванильной игре и стандартном TFTV, руины с ресурсными ящиками генерируются гораздо чаще, чем руины с миссиями по спасению бойцов и поиску машин. Можно изменить шанс генерации каждого типа руин: «высокий/средний/низкий/нет» означает 6/4/1/0 руин","En la versión Vanilla y el TFTV normal, es mucho más probable que aparezcan sitios de recolección de cajas de recursos que rescates de vehículos o personal. Puedes modificar la probabilidad relativa de que se genere cada tipo de sitio de recolección. Selecciona ""Ninguno"" para que no haya sitios de recolección de este tipo (como referencia, la proporción alta/media/baja es 6/4/1).",
KEY_VehiclePriority_DESCRIPTION,Text,,"In Vanilla and default TFTV, resource crate scavenging sites are much more likely to spawn than either vehicle or personnel rescues. You can modify the relative chances of each type of scavenging site being generated. Choose none to have 0 scavenging sites of this type (for reference, high/medium/low ratio is 6/4/1).",,"Dans le jeu vanilla comme dans la configuration par défaut de TFTV, les sites de récupération de caisses ont bien plus de chances d’apparaître que les missions de récupération de véhicules ou de sauvetage.",Im Basisspiel und der Standardversion von TFTV erscheinen Rohstoffkisten bei Beutezügen deutlich häufiger als Fahrzeug- oder Personenrettungen. Die Wahrscheinlichkeit für jeden Typ von Beutestätte ist anpassbar. Die Auswahl „Keine“ erzeugt 0 Beutestätten dieses Typs (zur Information: Das Verhältnis hoch/mittel/niedrig ist 6/4/1).,,W wersji podstawowej i domyślnym TFTV miejsca zbieractwa z pojazdami są znacznie rzadsze niż miejsca z paczkami zasobów. Ta opcja zmienia ich priorytet generowania.,"В ванильной игре и стандартном TFTV, руины с ресурсными ящиками генерируются гораздо чаще, чем руины с миссиями по спасению бойцов и поиску машин. Можно изменить шанс генерации каждого типа руин: «высокий/средний/низкий/нет» означает 6/4/1/0 руин","En la versión Vanilla y el TFTV normal, es mucho más probable que aparezcan sitios de recolección de cajas de recursos que rescates de vehículos o personal. Puedes modificar la probabilidad relativa de que se genere cada tipo de sitio de recolección. Selecciona ""Ninguno"" para que no haya sitios de recolección de este tipo (como referencia, la proporción alta/media/baja es 6/4/1).",
KEY_VehiclePriority,Text,,VEHICLE PRIORITY,,PRIORITÉ VÉHICULE,PRIORITÄT FAHRZEUGE,,PRIORYTET POJAZDÓW,ПОИСК МАШИН,PRIORIDAD DE VEHÍCULO,
KEY_RecruitsPriority,Text,,RECRUITS PRIORITY,,PRIORITÉ RECRUES,PRIORITÄT REKRUTEN,,PRIORYTET REKRUTÓW,СПАСЕНИЕ БОЙЦОВ,PRIORIDAD DE RECLUTAMIENTO,
KEY_ResCratePriority,Text,,RESOURCE CRATE PRIORITY,,PRIORITÉ CAISSES,PRIORITÄT ROHSTOFFKISTEN,,PRIORYTET PACZEK ZASOBÓW,СБОР РЕСУРСОВ,PRIORIDAD DE CAJAS DE RECURSOS,
NO_CHANGE,Text,,NO CHANGE,,AUCUN CHANGEMENT,KEINE ÄNDERUNG,,BEZ ZMIAN,НЕ МЕНЯТЬ,SIN CAMBIOS,
KEY_TacticalDifficulty_DESCRIPTION,Text,,You can choose a different difficulty setting for the tactical portion of the game at any time.,,Vous pouvez changer à tout moment le niveau de difficulté de la partie tactique du jeu.,Jederzeit kann ein anderer Schwierigkeitsgrad für den Taktikteil des Spiels gewählt werden.,,Możesz wybrać inny poziom trudności dla taktycznej części gry.,В любой момент в процессе игры вы можете выбрать другой режим сложности для тактического (боевого) режима,Puedes elegir un nivel de dificultad diferente para la parte táctica del juego en cualquier momento.,
KEY_TacticalDifficulty,Text,,DIFFICULTY ON TACTICAL,,DIFFICULTÉ TACTIQUE,SCHWIERIGKEITSGRAD TAKTISCH,,POZIOM TRUDNOŚCI W TAKTYCE,СЛОЖНОСТЬ БОЕВКИ,DIFICULTAD DE TÁCTICA,
