Key,Type,Desc,English,Chinese (Simplified),French,German,Italian,Polish,Russian,Spanish,UI_Tester
CAPTURE_STATUS_NAME,Text,,PRIORITY FOR EXTRACTION AND CAPTURE,,PRIORITÉ POUR EXTRACTION,PRIORITÄT FÜR EVAKUIERUNG UND GEFANGENNAHME,,,ПРИОРИТЕТНЫЙ ЗАХВАТ,,
CAPTURE_STATUS_DESCRIPTION,Text,,This Pandoran has been marked for priority extraction at the end of this mission; it will be extracted even if more valuable Pandorans have been paralyzed.,,Ce Pandorien a été marqué pour extraction prioritaire à la fin de la mission ; il sera extrait même si d’autres Pandoriens plus précieux ont été paralysés.,"Dieser Pandoraner wurde für die vorrangige Extraktion am Missionsende markiert. Er wird extrahiert, auch wenn wertvollere Pandoraner gelähmt wurden.",,,"Этот Пандоран был помечен для приоритетного захвата и погрузки в самолет в конце этой миссии. Он будет захвачен, даже если были парализованы и более ценные Пандораны.",,
CANCEL_CAPTURE_NAME,Text,,CANCEL PRIORITY SKYHOOK EXTRACTION,,ANNULER EXTRACTION PRIORITAIRE,ABBRUCH PRIORITÄTSEVAKUIERUNG „SKYHOOK“,,,ОТМЕНИТЬ ЗАХВАТ,,
CANCEL_CAPTURE_DESCRIPTION,Text,,Removes this paralyzed Pandoran from priority list for extraction at the end of the mission.,,Retire ce Pandorien paralysé de la liste des extractions prioritaires à la fin de la mission.,Pandoraner aus der Evakuierungs-Prioritätenliste entfernen.,,,Убирает этого парализованного Пандорана из списка приоритетов для захвата в конце миссии.,,
CAPTURE_CAPACITY_BASE,Text,,"FUNCTIONING CONTAINMENT FACILITY PRESENT, FULLY PARALYZED PANDORANS WILL BE CAPTURED",,"CENTRE DE CONFINEMENT OPÉRATIONNEL, LES PANDORIENS ENTIÈREMENT PARALYSÉS SERONT CAPTURÉS","FUNKTIONSFÄHIGE EINDÄMMUNGSEINRICHTUNG VORHANDEN, VOLLSTÄNDIG GELÄHMTE PANDORANER WERDEN GEFANGEN",,,"ПРИ НАЛИЧИИ ФУНКЦИОНИРУЮЩЕГО ИЗОЛЯТОРА, ПОЛНОСТЬЮ ПАРАЛИЗОВАННЫЕ ПАНДОРАНЫ БУДУТ ЗАХВАЧЕНЫ",,
CAPTURE_CAPACITY_AIRCRAFT,Text,,CAPTURE SPACE REMAINING:,,CAPACITÉ DE CAPTURE RESTANTE :,VERBLEIBENDE EINDÄMMUNGSKAPAZITÄT:,,,СВОБОДНОЕ МЕСТО В ИЗОЛЯТОРАХ:,,
CAPTURE_CAPACITY_TOTAL,Text,,TOTAL AVAILABLE CONTAINMENT:,,CAPACITÉ TOTALE DE CONFINEMENT :,GESAMT VERFÜGBARE EINDÄMMUNG:,,,ОБЩИЙ ОБЪЕМ ИЗОЛЯТОРОВ:,,
KEY_OBJECTIVE_YUGG_EXALTED,Text,,MERGE THE EXALTED WITH THE INCAPACITATED YUGGOTHIAN RECEPTACLE,,FUSIONNEZ L'EXALTÉ AVEC LE RÉCEPTACLE YUGGOTHIEN NEUTRALISÉ,DIE ERHABENE MIT DEM KAMPFUNFÄHIGEN YUGGOTHISCHEN REZEPTAKEL VERSCHMELZEN,,,ОБЪЕДИНИТЬ ВОЗВЫШЕННУЮ С ВЫВЕДЕННЫМ ИЗ СТРОЯ ЮГГОТИАНСКИМ ДВОЙНИКОМ,,
KEY_OBJECTIVE_YUGG_INJECTOR,Text,,DEPLOY THE INJECTOR OVER THE INCAPACITATED YUGGOTHIAN RECEPTACLE,,DÉPLOYEZ L'INJECTEUR SUR LE RÉCEPTACLE YUGGOTHIEN NEUTRALISÉ,DEN INJEKTOR AM KAMPFUNFÄHIGEN YUGGOTHISCHEN REZEPTAKEL PLATZIEREN,,,РАСПОЛОЖИТЕ ИНЪЕКТОР НАД ВЫВЕДЕННЫМ ИЗ СТРОЯ ЮГГОТИАНСКИМ ДВОЙНИКОМ,,
KEY_OBJECTIVE_YUGG_NUKE,Text,,DEPLOY THE BEACON OVER THE INCAPACITATED YUGGOTHIAN RECEPTACLE,,DÉPLOYEZ LA BALISE SUR LE RÉCEPTACLE YUGGOTHIEN NEUTRALISÉ,DEN SIGNALGEBER AM KAMPFUNFÄHIGEN YUGGOTHISCHEN REZEPTAKEL PLATZIEREN,,,УСТАНОВИТЕ МАЯК НАД ВЫВЕДЕННЫМ ИЗ СТРОЯ ЮГГОТИАНСКИМ ДВОЙНИКОМ,,
KEY_OBJECTIVE_CONVINCE_SPARKS,Text,,APPROACH MR. SPARK AND CONVINCE HIM TO COME WITH YOU,,APPROCHEZ M. SPARK ET PERSUADEZ-LE DE VOUS SUIVRE,"GEHE AUF MR. SPARK ZU UND ÜBERZEUGE IHN, MIT DIR ZU KOMMEN",,,ПОДОЙДИТЕ К МИСТЕРУ СПАРКУ И УБЕДИТЕ ЕГО ПОЙТИ С ВАМИ,,
KEY_OBJECTIVE_CONVINCE_FELIPE,Text,,APPROACH FELIPE AND CONVINCE HIM TO COME WITH YOU,,APPROCHEZ FELIPE ET PERSUADEZ-LE DE VOUS SUIVRE,"GEHE AUF FELIPE ZU UND ÜBERZEUGE IHN, MIT DIR ZU KOMMEN",,,ПОДОЙДИТЕ К ФЕЛИПЕ И УБЕДИ ЕГО ПОЙТИ С ВАМИ,,
KEY_OBJECTIVE_CONVINCE_HELENA,Text,,APPROACH HELENA AND CONVINCE HER TO COME WITH YOU,,APPROCHEZ HELENA ET PERSUADEZ-LA DE VOUS SUIVRE,"GEHE AUF HELENA ZU UND ÜBERZEUGE SIE, MIT DIR ZU KOMMEN",,,ПОДОЙДИТЕ К ДОКТОРУ ХЕЛЕНЕ И УБЕДИТЕ ЕЕ ПОЙТИ С ВАМИ,,
KEY_OBJECTIVE_CONVINCE_CALENDAR,Text,,APPROACH DR. KALINDAR AND CONVINCE HIM TO COME WITH YOU,,APPROCHEZ DR. KALINDAR ET PERSUADEZ-LE DE VOUS SUIVRE,"GEHE AUF DR. KALINDAR ZU UND ÜBERZEUGE IHN, MIT DIR ZU KOMMEN",,,ПОДОЙДИТЕ К ДОКТОРУ КАЛИНДАРУ И УБЕДИТЕ ЕГО ПОЙТИ С ВАМИ,,
PROTECT_THE_CYCLOPS,Text,,PROTECT THE CYCLOPS,,PROTÉGEZ LE CYCLOPE,SCHÜTZE DEN ZYKLOPEN,,,ЗАЩИЩАЙТЕ ЦИКЛОПА,,
KEY_BADLY_INJURED_OPERATIVE,Text,,BADLY INJURED,,GRAVEMENT BLESSÉ,SCHWER VERWUNDET,,,ТЯЖЕЛОЕ РАНЕНИЕ,,
KEY_MISSION_AMBUSH_BRIEFING_DESCRIPTION,Text,,Survive 3 turns and evacuate.,,Survivre 3 tours et évacuer.,Überlebe 3 Runden und evakuiere.,,,Продержитесь 3 хода и эвакуируйтесь.,,
TFTV_KEY_KILL_SCYLLA_OBJECTIVE,Text,,KILL THE SCYLLA,,TUEZ LA SCYLLA,TÖTE DIE SCYLLA,,,УНИЧТОЖИТЬ СЦИЛЛУ,,
TFTV_KEY_KILL_REVENANT_OBJECTIVE,Text,,DEFEAT THE REVENANT. RESEARCH PROGRESS:,,VAINCRE LE REVENANT. AVANCEMENT DE LA RECHERCHE :,BESIEGE DEN REVENANTEN. FORSCHUNGSFORTSCHRITT:,,,УНИЧТОЖИТЬ ВОЗВРАЩЕНЦА. ПРОГРЕСС ИССЛЕДОВАНИЯ:,,
TFTV_KEY_KILL_REVENANT_OBJECTIVE_SUMMARY,Text,,DEFEAT THE REVENANT,,VAINCRE LE REVENANT,BESIEGE DEN REVENANTEN,,,УНИЧТОЖИТЬ ВОЗВРАЩЕНЦА,,
TFTV_KEY_CAPTURE_REVENANT_OBJECTIVE,Text,,CAPTURE A REVENANT,,CAPTURER LE REVENANT,FANGE EINEN REVENANTEN,,,ЗАХВАТИТЬ ВОЗВРАЩЕНЦА,,
TFTV_KEY_CAPTURE_SCYLLA_OBJECTIVE,Text,,CAPTURE A SCYLLA,,CAPTURER UNE SCYLLA,FANGE EINE SCYLLA,,,ЗАХВАТИТЬ СЦИЛЛУ,,
TFTV_KEY_CAPTURE_VIRUS_OBJECTIVE,Text,,CAPTURE A PANDORAN WITH VIRUS ABILITY,,CAPTURER UN PANDORIEN DOTÉ D'APTITUDES VIRALES,FANGE EINEN PANDORANER MIT VIRUSFÄHIGKEIT,,,ЗАХВАТИТЬ ПАНДОРАНА-РАСПРОСТРАНИТЕЛЯ ВИРУСА,,
TFTV_KEY_CAPTURE_SIREN_OBJECTIVE,Text,,CAPTURE A SIREN,,CAPTURER UNE SIRÈNE,FANGE EINE SIRENE,,,ЗАХВАТИТЬ СИРЕНУ,,
TFTV_KEY_CAPTURE_PSYCHIC_OBJECTIVE,Text,,CAPTURE A PANDORAN WITH PSYCHIC ABILITY,,CAPTURER UN PANDORIEN DOTÉ D'APTITUDES PSYCHIQUES,FANGE EINEN PANDORANER MIT PSYCHISCHER FÄHIGKEIT,,,ЗАХВАТИТЬ ПАНДОРАНА-ПСИОНИКА,,
TFTV_KEY_CAPTURE_GOO_OBJECTIVE,Text,,CAPTURE A PANDORAN WITH GOO ABILITY,,CAPTURER UN PANDORIEN DOTÉ D'APTITUDES DE GELÉE,FANGE EINEN PANDORANER MIT DER GOO-FÄHIGKEIT,,,ЗАХВАТИТЬ ПАНДОРАНА-РАСПРОСТРАНИТЕЛЯ СЛИЗИ,,
TFTV_KEY_SECONDARY_OBJECTIVES,Text,,SECONDARY OBJECTIVES,,OBJECTIFS SECONDAIRES,SEKUNDÄRE ZIELE,,,ВТОРИЧНЫЕ ЦЕЛИ,,
TFTV_KEY_OBJECTIVE_ACCOMPLISHED,Text,,OBJECTVE ACCOMPLISHED,,MISSION ACCOMPLIE,ZIEL ERREICHT,,,ЦЕЛЬ ДОСТИГНУТА,,
TFTV_KEY_NEW_SECONDARY_OBJECTIVE,Text,,NEW SECONDARY OBJECTIVE,,NOUVEL OBJECTIF SECONDAIRE,NEUES SEKUNDÄRZIEL,,,НОВАЯ ВТОРИЧНАЯ ЦЕЛЬ,,
TFTV_KEY_BASE_DEFENSE_GENERATORS,Text,,"Generators at {0}%, can be vented {1} times",,"Générateurs à {0} %, peuvent être ventilés {1} fois","Generatoren bei {0}%, können {1} Mal entlüftet werden",,,"Уровень энергии {0}%, допустимое число запусков аварийной вентиляции: {1}",,
TFTV_KEY_CAPTURE_FREE_SLOTS,Text,,Free capture slots: ,,Emplacements de capture libres :,Freie Sicherungsplätze:,,,СВОБОДНОЕ МЕСТО ДЛЯ ЗАХВАТА:,,
BASEDEFENSE_VENTING_PROMPT0,Text,,Activate Emergency Venting? This will stop the incoming wave of Pandoran reinforcements. You will not be able to use this console again. The <b>next time</b> you use a console it will damage the Power Generators and cause explosions and fires around the base.,,"Activer la ventilation d’urgence ? Cela arrêtera la vague de renforts Pandoriens. Vous ne pourrez plus utiliser cette console. La <b>prochaine fois</b> que vous utiliserez une console, elle endommagera les générateurs et provoquera des explosions et des incendies dans toute la base.",Notentlüftung aktivieren? Dadurch wird die anrückende Welle pandoranischer Verstärkung gestoppt. Diese Konsole kann danach nicht mehr benutzt werden. Bei der <b>nächsten</b> Benutzung einer Konsole werden die Stromgeneratoren beschädigt und es kommt zu Explosionen und Bränden in der Basis.,,,Активировать аварийную вентиляцию? Это остановит надвигающуюся волну Пандоранских подкреплений. Вы не сможете использовать эту панель управления еще раз. <b>Дальнейшее</b> использование панелей управления приведет к повреждению Электрогенератора и вызовет пожары и взрывы по всей базе!,,
TFTV_KEY_CAPTURE_MIST_OBJECTIVE,Text,,CAPTURE A MIST EMITTING PANDORAN ,,CAPTURER UN PANDORIEN ÉMETTANT DE LA BRUME,FANGE EINEN NEBELERZEUGENDEN PANDORANER,,,"ЗАХВАТИТЕ ПАНДОРАНА, УМЕЮЩЕГО ИСПУСКАТЬ ТУМАН",,
