"Key","Type","Desc","English","Chinese (Simplified)","French","German","Italian","Polish","Russian","Spanish","UI_Tester"
"DLC2 Necronomicon/KEY_EXCAVATE_POPUP_DESCRIPTION","Text","","The valley below is lush, almost primordial. Nature or the old Earth, untarnished by the Pandoravirus. Places like these can still be found on the planet; less than 20 years ago they were covered by water or sediment. The Earth was transformed, washed, dried, swept away, bringing back to sight and life a world hidden a long, long time ago.","山谷下方郁郁葱葱，几乎原始。大自然或旧地球，未被潘多拉病毒玷污。这样的地方在地球上仍能找到；不到20年前这里还被水或沉积物覆盖。地球经历了变革、冲刷、干燥和清扫，重新展现出一个隐藏已久的世界。","La vallée en contrebas est luxuriante, presque primordiale. Une nature d’antan, de l’ancienne Terre, intacte par le Pandoravirus. Des lieux comme celui-ci existent encore sur la planète ; il y a moins de vingt ans, ils étaient recouverts par l’eau ou les sédiments. La Terre a été transformée, lavée, asséchée, balayée, faisant réapparaître un monde longtemps caché, redonnant vie à ce qui semblait perdu depuis une éternité.","Das Tal unten ist üppig, fast urzeitlich. Natur pur, die alte Erde, unberührt vom Pandoravirus. Solche Orte gibt es noch immer auf unserem Planeten; vor weniger als 20 Jahren waren sie von Wasser oder Sedimenten bedeckt. Die Erde wurde verwandelt, umspült, ausgetrocknet, fortgespült und brachte so eine Welt, die vor langer, langer Zeit verborgen war, wieder zum Vorschein und zum Leben.","","","Долина внизу покрыта пышной растительностью, почти первозданной. Природа старой Земли, не тронутая Пандоравирусом. Подобные места все еще можно найти на планете. Лет 20 назад они были покрыты водой или осадочными породами. Планета преобразилась, была омыта, высушена и вытерта насухо, открыв мир, скрытый давным-давно.","",""
"DLC2 Necronomicon/KEY_EXCAVATE_POPUP_LISTCOSTS","Text","","We will release a number of short-range drones to map the area and locate the ancient ruins","我们将释放多架短程无人机来绘制区域地图并定位古代遗迹","Nous allons déployer plusieurs drones à courte portée afin de cartographier la zone et de localiser les ruines anciennes.","Wir werden eine Reihe von Kurzstreckendrohnen einsetzen, um das Gebiet zu kartieren und die Uralten Ruinen zu lokalisieren.","","","Мы отправим несколько беспилотников, чтобы составить карту местности и найти Руины Древних","",""
"KEY_GEO_ABILITY_EXCAVATE_SITE_NAME","Text","","EXPLORE","探索","EXPLORER","ERKUNDEN","","","ИССЛЕДОВАТЬ","",""
"KEY_FACTION_ANCIENTS","Text","","Ancient Automata","远古自动机","Automates Anciens","Uralte Automaten","","","Роботы Древних","",""
"KEY_GEO_ABILITY_EXCAVATE_SITE_DESCRIPTION","Text","","Find the ancient ruins","寻找古代遗迹","Localisez les ruines anciennes","Finde die Uralten Ruinen","","","Найти Руины Древних","",""
"DLC2 Necronomicon/KEY_EXCAVATE_POPUP_NAME","Text","","MAP THE GREEN","绘制绿地地图","RÉFÉRENCER LA VÉGÉTATION","KARTIERE DAS GRÜN","","","СОСТАВИТЬ КАРТУ","",""
"KEY_AC_METAINFO_HARVEST","Text","","Explore to uncover the secrets of the Ancients","探索以揭开远古的秘密","Explorez pour découvrir les secrets des Anciens","Erkunde die Geheimnisse der Uralten","","","Исследуйте, чтобы раскрыть секреты Древних","",""
"KEY_AC_METAINFO_REFINERY","Text","","Explore to uncover the secrets of the Ancients","探索以揭开远古先行者的秘密","Explorez pour découvrir les secrets des Anciens","Erkunde die Geheimnisse der Uralten","","","Исследуйте, чтобы раскрыть секреты Древних","",""
"KEY_AC_PROTEAN_HARVEST","Text","","ANCIENT RUINS","远古遗迹","RUINES ANCIENNES","URALTE RUINEN","","","РУИНЫ ДРЕВНИХ","",""
"KEY_AC_PROTEAN_REFINERY","Text","","ANCIENT RUINS","远古遗迹","RUINES ANCIENNES","URALTE RUINEN","","","РУИНЫ ДРЕВНИХ","",""
"KEY_AC_ORICHALCUM_HARVEST","Text","","ANCIENT RUINS","远古遗迹","RUINES ANCIENNES","URALTE RUINEN","","","РУИНЫ ДРЕВНИХ","",""
"KEY_AC_ORICHALCUM_REFINERY","Text","","ANCIENT RUINS","远古遗迹","RUINES ANCIENNES","URALTE RUINEN","","","РУИНЫ ДРЕВНИХ","",""
"KEY_AC_CRYSTAL_HARVEST","Text","","ANCIENT RUINS","远古遗迹","RUINES ANCIENNES","URALTE RUINEN","","","РУИНЫ ДРЕВНИХ","",""
"KEY_AC_CRYSTAL_REFINERY","Text","","ANCIENT RUINS","远古遗迹","RUINES ANCIENNES","URALTE RUINEN","","","РУИНЫ ДРЕВНИХ","",""
"KEY_DEPLOYGUARDIAN_POPUP_BUTTON","Text","","REACTIVATE BROKEN CYCLOPS","重新激活损坏的独眼巨人","RÉACTIVER LE CYCLOPE ENDOMMAGÉ","REAKTIVIERE DEFEKTEN ZYKLOPEN","","","РЕАКТИВИРОВАТЬ СЛОМАННОГО ЦИКЛОПА","",""
"KEY_DEPLOYGUARDIAN_POPUP_DESCRIPTION","Text","","Reactivate a broken cyclops to access its memory and learn what really happened to the Ancients","重新激活损坏的独眼巨人以访问其记忆，了解远古先行者的真实遭遇","Réactivez un Cyclope endommagé pour accéder à sa mémoire et découvrir ce qui est réellement arrivé aux Anciens.","Reaktiviere einen zerbrochenen Zyklopen, um auf seine Erinnerungen zuzugreifen und zu erfahren, was wirklich mit den Uralten geschah.","","","Активируйте сломанного Циклопа, чтобы получить доступ к его памяти и узнать, что на самом деле произошло с Древними","",""
"KEY_DEPLOYGUARDIAN_POPUP_LISTCOSTS","Text","","COST OF REPAIRS","修复费用","COÛT DES RÉPARATIONS","REPARATURKOSTEN","","","СТОИМОСТЬ РЕМОНТА","",""
"KEY_DEPLOYGUARDIAN_POPUP_NAME","Text","","REACTIVATE BROKEN CYCLOPS","重新激活损坏的独眼巨人","RÉACTIVER LE CYCLOPE ENDOMMAGÉ","REAKTIVIERE DEFEKTEN ZYKLOPEN","","","РЕАКТИВИРОВАТЬ СЛОМАННОГО ЦИКЛОПА","",""
"KEY_GEO_ANCIENT_GUARDIAN_GUARD_DESCRIPTION","Text","","Reactivate a broken cyclops to access its memory and learn what really happened to the Ancients","重新激活损坏的独眼巨人以访问其记忆，了解先行者的真实遭遇","Réactivez un Cyclope endommagé pour accéder à sa mémoire et découvrir ce qui est réellement arrivé aux Anciens.","Reaktiviere einen zerbrochenen Zyklopen, um auf seine Erinnerungen zuzugreifen und zu erfahren, was wirklich mit den Uralten geschah.","","","Активируйте сломанного Циклопа, чтобы получить доступ к его памяти и узнать, что на самом деле произошло с Древними","",""
"KEY_GEO_ANCIENT_GUARDIAN_GUARD_NAME","Text","","REACTIVATE BROKEN CYCLOPS","重新激活损坏的独眼巨人","RÉACTIVER LE CYCLOPE ENDOMMAGÉ","REAKTIVIERE DEFEKTEN ZYKLOPEN","","","РЕАКТИВИРОВАТЬ СЛОМАННОГО ЦИКЛОПА","",""
"KEY_MESSAGE_MISSING_REFINERY","Text","","YOU HAVE NOT RESEARCHED ALL THE REQUIRED TECHNOLOGIES","你尚未研究所有必需的科技","VOUS N’AVEZ PAS RECHERCHÉ TOUTES LES TECHNOLOGIES REQUISES","SIE HABEN NICHT ALLE ERFORDERLICHEN TECHNOLOGIEN ERFORSCHT","","","ВЫ НЕ ИЗУЧИЛИ ВСЕ НЕОБХОДИМЫЕ ТЕХНОЛОГИИ","",""
"KEY_AC_PROTEAN_HARVEST_AFTER_REVEAL","Text","","PROTEAN MUTANE SITE","变形变异体采集点","SITE MUTANE PROTÉEN","STÄTTE PROTEISCHES MUTAN","","","ОБНАРУЖЕН БЕЛКОВЫЙ МУТАГЕН","",""
"KEY_AC_PROTEAN_REFINERY_AFTER_REVEAL","Text","","PROTEAN MUTANE SITE","变形变异体采集点","SITE MUTANE PROTÉEN","STÄTTE PROTEISCHES MUTAN","","","ОБНАРУЖЕН БЕЛКОВЫЙ МУТАГЕН","",""
"KEY_AC_ORICHALCUM_HARVEST_AFTER_REVEAL","Text","","ORICHALCUM SITE","秘银采集点","SITE D’ORICHALCUM","ORICHALCUM-STÄTTE","","","ОБНАРУЖЕН ОРИХАЛК","",""
"KEY_AC_ORICHALCUM_REFINERY_AFTER_REVEAL","Text","","ORICHALCUM SITE","秘银采集点","SITE D’ORICHALCUM","ORICHALCUM-STÄTTE","","","ОБНАРУЖЕН ОРИХАЛК","",""
"KEY_AC_CRYSTAL_HARVEST_AFTER_REVEAL","Text","","LIVING CRYSTAL SITE","活体水晶采集点","SITE DE CRISTAL VIVANT","STÄTTE MIT LEBENDEM KRISTALL","","","ОБНАРУЖЕНЫ ЖИВЫЕ КРИСТАЛЛЫ","",""
"KEY_AC_CRYSTAL_REFINERY_AFTER_REVEAL","Text","","LIVING CRYSTAL SITE","活体水晶采集点","SITE DE CRISTAL VIVANT","STÄTTE MIT LEBENDEM KRISTALL","","","ОБНАРУЖЕНЫ ЖИВЫЕ КРИСТАЛЛЫ","",""
"KEY_AC_TOP_LIVINGCRYSTAL","Text","","LIVING CRYSTAL","活体水晶","CRISTAL VIVANT","<color=#33f2fc>LEBENDER KRISTALL</color>","","","ЖИВОЙ КРИСТАЛЛ","",""
"KEY_AC_TOP_ORICHALCUM","Text","","ORICHALCUM","秘银","ORICHALCUM","<color=#f7bc20>ORICHALCUM</color>","","","ОРИХАЛК","",""
"KEY_AC_TOP_PROTEANMUTANE","Text","","PROTEAN MUTANE","变形变异素","MUTANE PROTÉEN","<color=#e8bcf0>PROTEISCHES MUTAN</color>","","","БЕЛКОВЫЙ МУТАГЕН","",""
"BUILD_CYCLOPS_OBJECTIVE","Text","","Reactivate a Cyclops at one of the Ancient Sites under your control","在你控制的古代遗址之一重新激活独眼巨人","Réactivez un Cyclope sur l’un des Sites Anciens sous votre contrôle.","Reaktiviere einen Zyklopen an einer der Uralten Stätten unter deiner Kontrolle","","","Активируйте Циклопа в одной из Руин Древних под вашим контролем","",""
"OBTAIN_LC_OBJECTIVE","Text","","Obtain a Living Crystal sample","获得活体水晶样本","Obtenez un échantillon de Cristal Vivant.","Besorge eine Probe eines lebenden Kristalls","","","Получите образец Живого Кристалла","",""
"OBTAIN_PM_OBJECTIVE","Text","","Obtain a Protean Mutane sample","获得变形变异素样本","Obtenez un échantillon de Mutane Protéen","Beschaffe eine Probe des proteischen Mutans","","","Получите образец Белкового Мутагена","",""
"PROTECT_THE_CYCLOPS_OBJECTIVE_GEO_TITLE","Text","","Protect the Cyclops from the Pandoran attack","保护独眼巨人免受潘多拉体攻击","Protégez le Cyclope de l’attaque pandorienne","Schützt den Zyklopen vor dem Angriff der Pandoraner","","","Защитите Циклопа от нападения Пандоранов","",""
"DELIRIUM_STAMINA_TOOLTIP","Text","","Character's current Stamina is reducing the effects of Delirium on Willpower by","角色当前耐力减少谵妄对意志力的影响，减少幅度为","L’endurance actuelle du personnage réduit les effets du Delirium sur la Volonté de","Die aktuelle Ausdauer der Einheit verringert die Auswirkungen von Delirium auf die Willenskraft um","","","Текущая выносливость персонажа снижает влияние Сонного Безумия на Силу Воли на (см. количество фиолетовых черточек)","",""
"BASEDEFENSE_BRIEFING_OBJECTIVES_SIMPLE","Text","","Scatter the attackers.","击散攻击者。","Dispersez les assaillants.","Zerstreut die Angreifer.","","","Уничтожьте напавших врагов.","",""
"BASEDEFENSE_BRIEFING_OBJECTIVES_DOUBLE","Text","","Destroy all Pandoran structures and scatter the remaining attackers.","摧毁所有潘多拉结构并击散剩余攻击者。","Détruisez toutes les structures pandoriennes et dispersez les assaillants restants.","Zerstört alle pandoranischen Gebäude und zerstreut die verbleibenden Angreifer.","","","Уничтожьте все сооружения Пандоранов и оставшихся врагов.","",""
"BASEDEFENSE_BRIEFING_TACTICALADVANTAGE","Text","","If we take the attackers on now, we can take optimal defensive positions. The mission gets harder over time. If we fail, we lose control of the base.","如果我们现在迎战攻击者，可以占据最佳防御位置。任务难度会随着时间增加。如果失败，我们将失去基地控制权。","Si nous affrontons les assaillants dès maintenant, nous pourrons prendre des positions défensives optimales. La mission devient plus difficile avec le temps. En cas d’échec, nous perdons le contrôle de la base.","Wenn wir die Angreifer jetzt angreifen, können wir optimale Verteidigungspositionen einnehmen. Die Mission wird mit der Zeit schwieriger. Scheitern wir, verlieren wir die Kontrolle über die Basis.","","","Если мы вмешаемся сейчас, то сможем занять удобные оборонительные позиции. Со временем миссия усложнится. Если мы потерпим неудачу, то потеряем контроль над базой.","",""
"BASEDEFENSE_BRIEFING_NESTING","Text","","The enemy has breached our defenses and has spread throughout the base. It can yet get worse. If we fail, we lose control of the base.","敌人已突破防线并蔓延至整个基地，情况可能会更糟。如果失败，我们将失去基地控制权。","L’ennemi a percé nos défenses et s’est répandu dans toute la base. La situation peut encore empirer. En cas d’échec, nous perdons le contrôle de la base.","Der Feind hat unsere Verteidigung durchbrochen und sich im gesamten Stützpunkt ausgebreitet. Es kann noch schlimmer kommen. Wenn wir scheitern, verlieren wir die Kontrolle über den Stützpunkt.","","","Враг прорвал нашу оборону и уже на базе. Ситуация может стать еще хуже. Если мы потерпим поражение, то потеряем контроль над базой.","",""
"BASEDEFENSE_BRIEFING_INFESTATION","Text","","Security footage shows the Pandorans have almost taken over the base. If we fail, we lose control of the base.","安全录像显示潘多拉体几乎已占领基地。如果失败，我们将失去基地控制权。","Les images de surveillance montrent que les Pandoriens ont presque pris le contrôle de la base. En cas d’échec, nous perdons la base.","Die Überwachungsaufnahmen zeigen, dass die Pandoraner die Basis fast vollständig eingenommen haben. Wenn wir scheitern, verlieren wir die Kontrolle über die Basis.","","","Записи с камер наблюдения показывают, что Пандораны почти захватили базу. Если мы потерпим поражение, то потеряем контроль над базой.","",""
"BASEDEFENSE_BRIEFING_LOOSE_SCYLLA","Text","","The captive Scylla has escaped and is turning our base into its home.","被俘的螳螂已逃脱，正在将我们的基地变成它的巢穴。","La Scylla capturée s’est échappée et prend possession de notre base.","Der gefangene Scylla ist entkommen und macht unsere Basis zu seinem Zuhause.","","","Захваченная Сцилла сбежала и теперь превращает нашу базу в свое логово.","",""
"DLC4 Hypnos/KEY_BRIEFING_INFECTED_AREA","Text","","DELIRIUM AREA","谵妄区域","ZONE DE DELIRIUM","DELIRIUM-BEREICH","","","ЗОНА СОННОГО БЕЗУМИЯ","",""
"DLC4 Hypnos/KEY_CURE_CORRUPTION_DIALOG_BOTTOM","Text","","Warning! Treating Delirium using mutagens is an experimental procedure. Severe side effects should be expected.","警告！使用变异素治疗谵妄为实验性程序，可能出现严重副作用。","Attention ! Le traitement du Delirium par des mutagènes est une procédure expérimentale. Il faut s'attendre à des effets secondaires graves.","Warnung! Die Behandlung von Delirium mit Mutagenen ist ein experimentelles Verfahren. Schwere Nebenwirkungen sind zu erwarten.","","","Внимание! Лечение Сонного Безумия с помощью мутагенов является экспериментальной процедурой. Следует ожидать серьезных побочных эффектов.","",""
"KEY_CURE_CORRUPTION_DIALOG_DESCRIPTION","Text","","Your soldier has {0}% Delirium damage.","你的士兵有{0}%谵妄伤害。","Votre unité subit {0}% de dégâts de Delirium.","Deine Einheit hat {0}% Deliriumschaden.","","","Ваш боец заражен Сонным Безумием на {0}%","",""
"DLC4 Hypnos/KEY_CURE_CORRUPTION_DIALOG_TITLE","Text","","EXPERIMENTAL TREATMENT","实验性治疗","TRAITEMENT EXPÉRIMENTAL","EXPERIMENTELLE BEHANDLUNG","","","ЭКСПЕРИМЕНТАЛЬНОЕ ЛЕЧЕНИЕ","",""
"KEY_ROSTER_DEATH_CORRUPTED","Text","","DELIRIUM","谵妄","DELIRIUM","DELIRIUM","","","СОННОЕ БЕЗУМИЕ","",""
"DLC4 Hypnos/KEY_ROSTER_DEATH_CORRUPTED","Text","","DELIRIUM","谵妄","DELIRIUM","DELIRIUM","","","СОННОЕ БЕЗУМИЕ","",""
"EXTENDED_AGENDA_KEY_UNEXPLORED_SITE","Text","","UNEXPLORED SITE","未探索地点","SITE INEXPLORÉ","UNERFORSCHTE STÄTTE","","","НЕИЗВЕСТНЫЕ РУИНЫ","",""
"EXTENDED_AGENDA_KEY_EXPLORATION_SITE","Text","","EXPLORATION SITE","探索地点","SITE D’EXPLORATION","ERKUNDUNGSSTÄTTE","","","РАЗВЕДАННЫЕ РУИНЫ","",""
"EXTENDED_AGENDA_KEY_SCAVENGING_SITE","Text","","SCAVENGING SITE","拾荒地点","SITE DE RÉCUPÉRATION","BEUTESTÄTTE","","","РУИНЫ С РЕСУРСАМИ","",""
"EXTENDED_AGENDA_KEY_ANCIENT_SITE","Text","","ANCIENT SITE","远古遗址","SITE ANCIEN","URALTE STÄTTE","","","РУИНЫ ДРЕВНИХ","",""
"EXTENDED_AGENDA_KEY_INVESTIGATES","Text","","INVESTIGATES","调查中","ENQUÊTE SUR :","UNTERSUCHT","","","ИССЛЕДУЕТ:","",""
"EXTENDED_AGENDA_KEY_TRAVELS_TO","Text","","TRAVELS TO","前往","SE DIRIGE VERS :","FLIEGT NACH","","","ЛЕТИТ К ЛОКАЦИИ:","",""
"EXTENDED_AGENDA_KEY_REPAIRING","Text","","REPAIRING:","修复中：","RÉPARATION :","REPARATUR:","","","РЕМОНТИРУЕТСЯ:","",""
"EXTENDED_AGENDA_KEY_EXCAVATING","Text","","EXCAVATING:","挖掘中：","EXCAVATION :","AUSGEGRABEN:","","","ВЕДУТСЯ РАСКОПКИ:","",""
"EXTENDED_AGENDA_KEY_SECURE","Text","","SECURE","确保安全","SÉCURISÉ","SICHER","","","ОХРАНЯЕТ:","",""
"EXTENDED_AGENDA_KEY_WILL_ATTACK","Text","","WILL ATTACK:","将攻击：","ATTAQUERA :","WIRD ANGREIFEN:","","","АТАКУЕТ:","",""
"EXTENDED_AGENDA_KEY_WILL_COMPLETE_ATTACK_ON","Text","","WILL COMPLETE ATTACK ON","将完成对…的攻击","VA TERMINER SON ATTAQUE SUR :","ANGRIFF WIRD ABGESCHLOSSEN AM","","","ЗАВЕРШИТ АТАКУ НА:","",""
"KEY_DESTROYED_HAMMERFALL","Text","","was destroyed by Hammerfall!","被 Hammerfall 摧毁！","a été détruit par Hammerfall !","wurde von Hammerfall zerstört!","","","уничтожено падением астероида «Удар Молота»!","",""
"KEY_HEAVY_DAMAGE_HAMMERFALL","Text","","suffered heavy damage from Harmmerfall!","遭受 Hammerfall 的重创！","a subi de lourds dégâts de la part de Hammerfall !","wurde durch den Hammerfall schwer beschädigt!","","","в результате падения астероида «Удар Молота» получены тяжелые повреждения","",""
"KEY_DAMAGE_HAMMERFALL","Text","","suffered some damage from Hammerfall","遭受 Hammerfall 的一些伤害","a subi quelques dégâts de la part de Hammerfall","wurde durch Hammerfall etwas beschädigt","","","в результате падения астероида «Удар Молота» получены незначительные повреждения","",""
"KEY_SOS_BROADCAST","Text","","is broadcasting an SOS, they are under attack!","正在广播求救信号，他们正遭受攻击！","émet un SOS, ils sont attaqués !","sendet SOS: Angriff – Benötigen sofortige Unterstützung!","","","передаёт сигнал SOS, их атакуют!","",""
"KEY_PANDORAN_MEAT_PROCESSING","Text","","<b>Processing Pandoran meat</b>","<b>正在处理潘多拉肉</b>","<b>Transformation de la chair pandorienne</b>","<color=#93C47D>PANDORANISCHES FLEISCH</color>
<i>Verarbeitungskapazität</i>","","","<b>Переработка Пандоранского мяса</b>","",""
"KEY_PANDORAN_MEAT_TO_PROCESS","Text","","-Meat to process:","-待处理肉量：","- Viande à transformer :","• Fleischvorrat:","","","- Мясо для переработки:","",""
"KEY_PANDORAN_MEAT_STORAGE","Text","","-Max storage:","-最大储存量：","- Capacité maximale :","• Max. Lagerplatz:","","","- Максимальный объем холодильников:","",""
"KEY_PANDORAN_MEAT_MAX_PROCESS","Text","","-Max processing per day:","-每日最大处理量：","- Transformation max par jour :","• Max. Erzeugung / Tag:","","","- Максимальная переработка мяса в день:","",""
"KEY_EXTRACTING_MUTAGENS_TFTV","Text","","<b>Extracting mutagens from captured Pandorans</b>","<b>从捕获的潘多拉体中提取变异素</b>","<b>Extraction de mutagènes à partir des Pandoriens capturés</b>","<color=#B45FBB>MUTAGEN-EXTRAKTION</color>
<i>Gewinnung aus Gefangenen</i>","","","<b>Добыча мутагенов из пленных Пандоранов</b>.","",""
"KEY_MUTAGENS_FROM_FACILITIES_TFTV","Text","","-Mutagens from facilities:","-来自设施的变异素：","- Mutagènes provenant des installations :","• Aus Mutationslaboren:","","","- Мутагены из комбинатов:","",""
"KEY_MUTAGENS_FROM_PANDORANS_TFTV","Text","","-Mutagens from Pandorans:","-来自潘多拉的变异素：","- Mutagènes provenant des Pandoriens :","• Von Pandoranern:","","","- Мутагены из Пандоранов:","",""
"KEY_MAX_EXTRACTION_PER_DAY_TFTV","Text","","-Max extraction per day:","-每日最大提取量：","- Extraction max par jour :","• Max. Extraktion / Tag:","","","- Максимальная добыча в день:","",""
"KEY_FOOD_PROCESSING_WARNING_TFTV","Text","","Food processing facilities storage capacity almost reached! Rendering this Pandoran for food will waste","食物加工设施存储容量即将达到上限！将此潘多拉体作为食物处理将浪费","La capacité de stockage des installations de transformation alimentaire est presque atteinte ! Transformer ce Pandorien en nourriture serait du gaspillage.","Die Lagerkapazität der Lebensmittelverarbeitungsanlagen ist fast erschöpft! Die Umwandlung dieses Pandoraners in Lebensmittel wird Verschwendung sein.","","","Склады пищевых комбинатов почти полностью заполнены! Переработка этого Пандорана в пищу приведет к ее утере.","",""
"KEY_DELIRIUM_PERK_PROMPT_CONNECTOR","Text","","is afflicted with","受到","est atteint de","ist betroffen von","","","страдает от побочного эффекта","",""
"KEY_DELIRIUM_PERK_PROMPT_RULES","Text","","as a result of the experimental mutagen treatment. The subject may overcome this condition as they continue to be deployed in the field. However, acquiring additional afflictions from this experimental treatment will reset any progress made in adjusting to this condition.","实验性变异素治疗的影响。受试者在继续执行任务时可能会克服此状况。然而，若因该实验治疗获得额外的负面影响，将重置其适应此状况的所有进展。","À la suite du traitement expérimental aux mutagènes, le sujet peut développer cette condition. Il peut cependant s’en remettre au fur et à mesure de ses déploiements sur le terrain. En revanche, contracter de nouvelles afflictions issues de ce traitement expérimental réinitialisera tout progrès réalisé dans l’adaptation à cette condition.","als Folge der experimentellen Mutagenbehandlung kann der Betroffene diesen Zustand möglicherweise überwinden, solange er weiterhin im Einsatz ist. Das Auftreten weiterer Beeinträchtigungen durch diese experimentelle Behandlung würde jedoch jeglichen Fortschritt bei der Anpassung an diesen Zustand zunichtemachen.","","","Причина - экспериментальное лечение мутагенами. Субъект постепенно сможет избавиться от этого состояния в течение некоторого времени, однако повторное экспериментальное лечение и получение других болезненных состояний обнулит прогресс исцеления, достигнутый в ходе выздоровления.","",""
"KEY_DELIRIUM_PERK_PROMPT_NO_PERK","Text","","did not suffer any lasting side effects, but had to be heavily sedated.


<i>STAMINA reduced to zero</i>","未出现任何持久副作用，但必须进行强力镇静。


<i>耐力降至零</i>","n’a subi aucun effet secondaire durable, mais a dû être fortement sédaté.


<i>ENDURANCE réduite à zéro</i>","es traten keine bleibenden Nebenwirkungen auf, jedoch musste er stark sediert werden.

<i>Die Ausdauer war auf null reduziert.</i>","","","
«Никаких длительных побочных эффектов не выявлено, но пришлось накачать сильным... э... успокоительным.»

«<i>Выносливость снижена до нуля</i>»","",""
"KEY_DELIRIUM_PERK_RECOVERY","Text","","has fully recovered from the effects caused by the experimental Delirium Treatment!","已完全恢复因实验性谵妄治疗引起的影响！","s’est complètement remis des effets du traitement expérimental contre le Delirium !","hat sich vollständig von den Auswirkungen der experimentellen Deliriumsbehandlung erholt!","","","полностью оправился от последствий, вызванных экспериментальным лечением Сонного Безумия!","",""
"KEY_LOG_ENTRY_SUCCUMB_INFESTATION","Text","","has succumbed to Pandoran infestation!","已被潘多拉感染所征服！","a succombé à l’infestation pandorienne !","ist dem pandoranischen Befall zum Opfer gefallen!","","","жертва Пандоранской инфекции!","",""
"KEY_INFESTATION_AROUND","Text","","Around","周围","Environ","Etwa","","","Некоторому количеству жителей убежища удалось выжить:","",""
"KEY_INFESTATION_FORTUNATE","Text","","of them were fortunate enough to survive and have relocated to friendly nearby havens.","他们中有幸存下来的人，已经迁移到了附近友好的避难所。","d’entre eux ont eu la chance de survivre et ont trouvé refuge à proximité.","einige von ihnen hatten das Glück zu überleben und sind in freundliche, nahegelegene Zufluchten umgesiedelt.","","",". Вскоре они перебрались в соседние дружественные убежища.","",""
"KEY_INFESTATION_MONSTROSITY","Text","","We destroyed the monstrosity that had taken over the inhabitants of the haven, delivering them from a fate worse than death.","我们摧毁了占据避难所居民的怪物，解救他们免于比死亡更可怕的命运。","Nous avons détruit l’horreur qui avait pris possession des habitants du refuge, les délivrant d’un sort pire que la mort.","Wir haben das Ungeheuer vernichtet, das die Bewohner der Zuflucht befallen hatte, und sie so vor einem Schicksal bewahrt, das schlimmer war als der Tod.","","","Мы уничтожили чудовище, которое завладело обитателями убежища, избавив их от участи, худшей, чем смерть.","",""
"KEY_INFESTATION_NODE_DESTROYED_TITLE","Text","","NODE DESTOYED","节点已摧毁","NOEUD DÉTRUIT","NODE ZERSTÖRT","","","УЗЕЛ ПОРЧИ УНИЧТОЖЕН","",""
"KEY_INFESTATION_SURVIVORS_FROM","Text","","survivors from","幸存者来自","survivants de","Überlebende von","","","выжившие из","",""
